Temperatura_[°C],Humedad_relativa_[%],Precipitación_[mm],Velocidad_viento_[km/h],FWI,Riesgo
13.773,52.0,0.0,26.28,28.24942443084717,Alto
12.873,56.0,0.0,23.469128,25.924022216796878,Alto
12.473,60.0,0.0,22.314192,24.689043510437013,Alto
11.523,66.0,0.0,19.469975,22.103767578125,Moderado
11.023,69.0,0.0,17.873556,20.697674140930175,Moderado
10.773,74.0,0.0,19.386593,21.070069793701173,Moderado
10.273,77.0,0.0,21.734581,22.20417414855957,Moderado
10.023,79.0,0.0,24.95452,24.029814399719243,Alto
10.523,73.0,0.1,27.698954,26.529230125427247,Alto
10.323,76.0,0.0,27.055143,25.751016319274903,Alto
10.223,78.0,0.0,26.405453,25.091815536499023,Alto
10.273,78.0,0.0,25.161398,24.29304425811768,Alto
10.623,80.0,0.1,26.554728,24.971148551940917,Alto
11.373,76.0,0.1,29.723444,27.519801933288576,Alto
12.672999,68.0,0.1,27.193705,26.897049736022947,Alto
13.422999,63.0,0.0,28.910038,28.628368438720702,Alto
13.873,58.0,0.0,29.179993,29.413819290161133,Alto
14.373,55.0,0.0,28.820242,29.560139808654785,Alto
14.723,55.0,0.0,27.722336,28.869888244628903,Alto
15.023,54.0,0.0,27.381308,28.782666084289552,Alto
16.073,50.0,0.0,29.627363,30.751525901794434,Alto
16.123001,49.0,0.0,28.910038,30.409968521118167,Alto
15.922999,50.0,0.0,27.77838,29.55358032989502,Alto
15.422999,53.0,0.0,26.282465,28.212211418151856,Alto
14.873,58.0,0.0,22.104116,24.90495499420166,Alto
14.073,63.0,0.0,21.218632,23.70630284118652,Moderado
13.773,69.0,0.0,22.206486,23.620080810546877,Moderado
13.172999,73.0,0.0,19.813087,21.577932296752927,Moderado
12.973,77.0,0.0,20.608229,21.60840325164795,Moderado
12.573,80.0,0.1,21.603,21.87583641052246,Moderado
12.273,80.0,0.1,21.42227,21.745045753479005,Moderado
11.973,82.0,0.1,19.33639,20.151338844299318,Moderado
12.023,79.0,0.0,20.833395,21.471810371398924,Moderado
11.773,79.0,0.0,20.192118,21.046827781677244,Moderado
11.373,82.0,0.1,17.771753,19.114913139343262,Moderado
10.823,86.0,0.1,14.973576,16.81448667907715,Moderado
11.373,84.0,0.0,14.512064,16.779673210144043,Moderado
12.773,78.0,0.0,16.267857,18.685603637695316,Moderado
15.223,65.0,0.0,17.114204,20.882251617431642,Moderado
16.573,56.0,0.0,20.61766,24.26527737426758,Alto
17.923,51.0,0.0,22.057161,25.847115913391114,Alto
18.673,48.0,0.0,25.284714,28.31565966796875,Alto
19.173,45.0,0.0,27.475807,30.104723846435547,Alto
19.573,41.0,0.0,30.45566,32.514948951721195,Muy alto
20.273,39.0,0.0,30.911821,33.07831699371338,Muy alto
19.873001,40.0,0.0,30.430117,32.63089917755127,Muy alto
19.723001,41.0,0.0,30.75209,32.71305032348633,Muy alto
18.873001,44.0,0.0,28.820242,31.074139854431152,Alto
17.273,51.0,0.0,27.44749,29.287288040161133,Alto
15.273,64.0,0.0,23.565567,25.157329147338867,Alto
15.422999,60.0,0.0,20.65848,23.764364891052246,Moderado
14.723,63.0,0.0,21.325253,23.806166610717774,Moderado
13.473,73.0,0.1,20.393293,21.965984916687013,Moderado
12.373,83.0,0.4,16.595179,13.287199028015138,Bajo
11.773,87.0,0.6,14.707222,11.570554946899414,Bajo
11.523,89.0,0.5,13.37825,10.466697067260743,Bajo
11.523,89.0,0.5,10.966713,8.913667129516602,Bajo
11.323,90.0,0.7,9.693296,7.96598690032959,Bajo
11.223,92.0,1.1,7.628263,6.395305349349976,Bajo
11.273,93.0,1.4,7.072878,5.92203734588623,Bajo
11.523,93.0,1.0,6.830519,5.777958353042602,Bajo
12.172999,90.0,0.3,8.766573,7.409976951599121,Bajo
13.323,85.0,0.0,15.281989,17.25110497665405,Moderado
14.223,78.0,0.0,18.64369,20.285240409851074,Moderado
15.273,71.0,0.1,21.322214,22.886609886169435,Moderado
16.623001,63.0,0.0,22.881956,24.899883781433104,Alto
17.123001,58.0,0.1,24.48,26.54302375793457,Alto
17.273,46.0,0.0,24.648829,28.074949592590333,Alto
16.773,45.0,0.0,30.147717,31.710233474731442,Alto
15.473,44.0,0.0,31.006012,32.31857568359375,Muy alto
14.523,41.0,0.0,30.659237,32.40365255737305,Muy alto
13.523,38.0,0.0,31.193535,33.05374043273926,Muy alto
13.023,41.0,0.0,28.745949,31.099495010375975,Alto
12.323,43.0,0.0,25.40743,28.679889335632325,Alto
11.672999,50.0,0.0,22.89611,26.205399154663088,Alto
10.323,58.0,0.0,18.888851,22.61592414855957,Moderado
9.373,64.0,0.0,17.283749,20.828638122558594,Moderado
8.573,72.0,0.0,22.3229,23.091452095031737,Moderado
7.823,73.0,0.0,25.929996,25.2604217376709,Alto
7.2229996,68.0,0.0,25.199999,25.351503242492676,Alto
6.623,71.0,0.0,22.691425,23.353181915283205,Moderado
6.4230003,74.0,0.0,19.881649,21.180085983276367,Moderado
6.123,77.0,0.0,17.935081,19.55809648132324,Moderado
6.1730003,79.0,0.0,17.298738,18.914691596984863,Moderado
7.273,74.0,0.0,20.06334,21.337894454956054,Moderado
8.723,64.0,0.0,24.84,25.66366407775879,Alto
10.172999,56.0,0.0,22.7057,25.302774719238283,Alto
10.922999,51.0,0.0,23.78453,26.623541702270508,Alto
10.973,53.0,0.0,24.717085,26.990506645202636,Alto
11.223,58.0,0.1,25.620771,26.994480766296387,Alto
12.823,52.0,0.0,26.576681,28.394886650085446,Alto
13.373,49.0,0.0,28.82249,30.221588012695314,Alto
13.973,50.0,0.0,34.79917,33.9813703918457,Muy alto
14.023,52.0,0.0,34.171566,33.3435924987793,Muy alto
13.823,55.0,0.0,32.688713,32.02503521728516,Muy alto
13.323,58.0,0.0,29.68636,29.713519454956053,Alto
13.273,59.0,0.0,28.71437,28.96715873718262,Alto
12.973,59.0,0.0,27.908709,28.433912300109863,Alto
12.573,58.0,0.0,28.766228,29.084954650878906,Alto
11.623,64.0,0.0,26.983194,27.18308116912842,Alto
10.873,70.0,0.0,24.627787,24.922198600769043,Alto
10.323,73.0,0.0,22.450264,23.139473999023437,Moderado
10.073,73.0,0.0,20.620806,21.949302894592286,Moderado
9.523,76.0,0.0,18.0,19.88110398864746,Moderado
8.422999,80.0,0.0,14.241629,16.93591281890869,Moderado
7.773,84.0,0.0,13.049689,15.66510389328003,Moderado
7.373,86.0,0.0,13.049689,15.409903911590575,Moderado
7.623,85.0,0.0,12.904882,15.446648292541504,Moderado
9.172999,77.0,0.0,15.844089,18.357896999359134,Moderado
10.823,70.0,0.0,19.137648,21.384149070739745,Moderado
12.422999,63.0,0.0,21.188072,23.60742247009277,Moderado
13.723,59.0,0.0,22.033648,24.686372993469238,Alto
14.922999,56.0,0.0,22.691425,25.52158187866211,Alto
15.873,53.0,0.0,23.266697,26.291656829833983,Alto
16.123001,52.0,0.0,22.45315,25.89773252105713,Alto
17.373001,47.0,0.0,21.322214,25.81940995025635,Alto
18.873001,40.0,0.0,23.051247,27.83090689086914,Alto
18.923,41.0,0.0,22.702845,27.49093595123291,Alto
18.723001,42.0,0.0,21.129883,26.350348602294922,Alto
18.273,44.0,0.0,19.64558,25.13685774230957,Alto
17.723001,46.0,0.0,18.430452,24.091915382385253,Alto
16.923,49.0,0.0,16.808569,22.655022422790527,Moderado
16.073,49.0,0.0,14.759999,21.294943531036377,Moderado
14.273,55.0,0.0,10.041354,17.46173608016968,Moderado
12.422999,64.0,0.0,7.072878,14.399237327575683,Bajo
11.172999,70.0,0.0,4.68,12.090223859786988,Bajo
10.123,76.0,0.0,4.3349743,11.109627449035646,Bajo
9.223,80.0,0.0,4.39436,10.63267186164856,Bajo
8.623,82.0,0.0,2.1897945,8.948131690979004,Bajo
8.422999,82.0,0.0,2.0991426,8.88015177345276,Bajo
8.123,83.0,0.0,1.2979984,8.231814994812012,Bajo
7.873,85.0,0.0,2.0364676,8.459389110565185,Bajo
9.172999,83.0,0.0,1.8,8.605503939628601,Bajo
11.823,71.0,0.0,0.5091169,9.317375273704528,Bajo
13.823,57.0,0.0,6.4799995,14.91062370300293,Bajo
16.173,49.0,0.0,5.95906,15.631938779830932,Moderado
18.223001,42.0,0.0,8.78872,18.378639835357667,Moderado
19.673,38.0,0.0,14.512064,22.60607321929932,Moderado
20.223001,37.0,0.0,18.075441,25.045288307189942,Alto
19.923,38.0,0.0,19.35314,25.735726097106934,Alto
20.023,46.0,0.0,19.09358,24.62936971282959,Alto
20.373001,47.0,0.0,18.723461,24.289813034057616,Alto
19.873001,49.0,0.0,20.380579,25.096996925354002,Alto
18.223001,59.0,0.0,20.390114,23.843937377929688,Moderado
16.123001,67.0,0.0,20.390114,22.79913735961914,Moderado
14.073,77.0,0.0,18.79255,20.491905639648436,Moderado
12.073,86.0,0.0,13.37825,15.847097076416015,Moderado
11.573,88.0,0.0,11.252519,14.218126010894776,Bajo
11.422999,88.0,0.0,11.928989,14.646573150634767,Bajo
11.123,89.0,0.0,11.570515,14.283315460205078,Bajo
10.873,90.0,0.0,12.9249525,15.025573421478272,Moderado
10.773,91.0,0.0,10.739833,13.4955563621521,Bajo
10.823,93.0,0.2,15.1884165,11.126844211578371,Bajo
10.723,94.0,0.2,16.09969,11.590904006958008,Bajo
10.723,94.0,2.1,16.965895,12.14874016571045,Bajo
10.672999,94.0,2.4,18.448023,13.100830680847169,Bajo
10.672999,93.0,2.3,17.64,12.698463577270509,Bajo
10.723,92.0,2.3,15.844089,11.662297008514404,Bajo
10.773,93.0,1.7,16.1198,11.72425555419922,Bajo
10.922999,92.0,0.9,19.855558,14.255283576965333,Bajo
10.973,93.0,0.6,19.64228,14.002332672119142,Bajo
11.223,91.0,0.0,19.164717,18.942781547546385,Moderado
11.573,89.0,0.0,17.727943,18.270299560546874,Moderado
12.172999,86.0,0.0,17.713316,18.64367945098877,Moderado
12.373,87.0,0.0,18.971008,19.345233352661133,Moderado
12.672999,85.0,0.0,20.073025,20.305331909179685,Moderado
12.323,86.0,0.0,19.08,19.531023948669432,Moderado
12.422999,86.0,0.0,19.376562,19.72680997467041,Moderado
12.172999,87.0,0.0,17.10284,18.132533203125,Moderado
12.073,88.0,0.0,15.0038395,16.65797663116455,Moderado
12.023,88.0,0.0,14.693999,16.456039531707763,Moderado
11.922999,89.0,0.0,12.7279215,15.06708540725708,Moderado
11.773,89.0,0.0,12.904882,15.173848274230958,Moderado
11.672999,90.0,0.0,13.684735,15.553273502349853,Moderado
11.573,90.0,0.0,13.18308,15.22540733718872,Moderado
11.623,90.0,0.0,10.703569,13.631002708435059,Bajo
11.422999,92.0,0.2,10.514218,8.26346057510376,Bajo
11.323,92.0,0.3,9.0,7.283503997802734,Bajo
11.172999,92.0,0.2,7.7879906,6.495769897460938,Bajo
11.223,90.0,0.1,6.489992,10.898258918762206,Bajo
11.373,89.0,0.1,5.937272,10.667507221221925,Bajo
11.523,89.0,0.3,5.634891,5.47997381401062,Bajo
11.573,93.0,0.1,6.989936,10.883022701263428,Bajo
11.773,93.0,0.1,6.8777895,10.820400424957274,Bajo
11.973,91.0,0.0,6.638072,10.911622356414794,Bajo
12.273,90.0,0.3,7.2,6.405903865814208,Bajo
12.823,90.0,0.2,5.6233797,5.416960529327392,Bajo
13.823,85.0,0.0,6.9153743,11.887005033493041,Bajo
14.723,80.0,0.0,9.659814,14.287624118804931,Bajo
15.422999,75.0,0.0,10.685391,15.571696048736571,Moderado
15.523,75.0,0.0,9.904906,15.073863628387452,Moderado
15.023,78.0,0.0,11.212135,15.537719131469727,Moderado
14.172999,84.0,0.0,10.636766,14.418381553649903,Bajo
13.672999,86.0,0.0,7.5942082,12.198974077224733,Bajo
13.672999,85.0,0.0,5.904439,11.228762668609619,Bajo
13.273,88.0,0.0,3.4152596,9.252531170845032,Bajo
12.973,89.0,0.0,2.5455842,8.560060205459594,Bajo
12.873,91.0,0.0,2.0364676,7.991389110565185,Bajo
12.773,91.0,0.0,1.5273507,7.658717816352844,Bajo
12.723,92.0,0.0,2.1897945,7.964931663513184,Bajo
12.523,94.0,0.0,1.4399999,7.236463948726654,Bajo
12.473,94.0,0.0,1.484318,7.262604783058166,Bajo
12.422999,93.0,0.0,2.16,7.813344025611878,Bajo
12.223,92.0,0.0,3.2599385,8.63010435962677,Bajo
12.323,88.0,0.0,5.2416787,10.383145090103149,Bajo
12.623,82.0,0.0,6.28713,11.778815649032593,Bajo
13.523,82.0,0.0,6.0347,11.659450735092163,Bajo
14.422999,78.0,0.0,7.5685663,13.162460681915283,Bajo
16.173,70.0,0.0,9.085988,15.167680316925049,Moderado
17.573,64.0,0.0,9.387651,16.137151527404786,Moderado
18.623001,60.0,0.0,13.584932,19.36260047149658,Moderado
19.723001,55.0,0.0,14.8257065,20.804459045410155,Moderado
21.323,44.0,0.0,15.629971,22.697205032348634,Moderado
21.573,35.0,0.0,17.414474,24.920425567626953,Alto
21.473001,28.0,0.0,18.35647,26.348270820617675,Alto
20.273,32.0,0.0,20.188908,26.99876054382324,Alto
18.473001,37.0,0.0,19.469975,25.85936766052246,Alto
16.523,40.0,0.0,20.523157,26.09001721954346,Alto
15.823,44.0,0.1,17.447933,23.60397297668457,Moderado
14.323,50.0,0.0,16.92383,22.486450538635253,Moderado
12.773,61.0,0.1,18.671474,22.23953353881836,Moderado
11.023,81.0,0.6,17.76081,14.209066177368165,Bajo
10.672999,84.0,0.1,16.179985,17.82021434020996,Moderado
10.723,83.0,0.0,15.175612,17.293798397064208,Moderado
10.573,87.0,0.1,13.37825,15.657097076416015,Moderado
10.473,89.0,0.5,11.923557,9.479474868774414,Bajo
10.573,89.0,0.0,11.91812,14.480773525238037,Bajo
10.773,89.0,0.0,11.298495,14.091334957122804,Bajo
11.323,86.0,0.0,13.570615,15.934979938507079,Moderado
12.223,82.0,0.0,19.469976,20.249368797302246,Moderado
12.223,65.0,0.0,26.459389,26.75655032348633,Alto
12.323,50.0,0.0,26.932714,28.83617211151123,Alto
13.422999,46.0,0.0,32.136932,32.7124884185791,Muy alto
14.323,41.0,0.0,31.688177,33.05669005584717,Muy alto
14.422999,43.0,0.0,29.830078,31.628874282836914,Alto
14.573,41.0,0.0,28.241077,30.848757858276365,Alto
14.723,39.0,0.0,28.829233,31.470730140686033,Alto
14.422999,40.0,0.0,27.067116,30.20352653503418,Alto
14.223,40.0,0.0,24.798225,28.73276113891602,Alto
13.823,42.0,0.0,22.81957,27.20330742645264,Alto
13.323,43.0,0.0,20.907913,25.830200103759765,Alto
12.623,47.0,0.0,21.841648,25.925925384521484,Alto
12.373,50.0,0.0,22.42427,25.935134292602537,Alto
11.123,59.0,0.0,20.192118,23.375627799987793,Moderado
10.073,67.0,0.0,18.448023,21.258030708312987,Moderado
9.373,71.0,0.0,17.25373,19.98330662536621,Moderado
9.422999,70.0,0.0,17.551615,20.295543876647947,Moderado
9.473,70.0,0.0,21.2522,22.681120246887208,Moderado
9.623,70.0,0.0,23.023117,23.828791397094726,Moderado
9.323,71.0,0.0,23.507753,24.00849716949463,Alto
9.073,71.0,0.0,23.675304,24.104400039672853,Alto
8.922999,73.0,0.0,25.284714,24.897659622192382,Alto
9.422999,73.0,0.0,27.691935,26.471909843444823,Alto
9.922999,72.0,0.0,30.631746,28.507148582458495,Alto
10.623,71.0,0.1,28.387545,27.213482749938965,Alto
11.422999,67.0,0.4,28.66694,22.903813774108887,Moderado
12.123,60.0,0.2,30.676142,25.0573392868042,Alto
13.273,51.0,0.0,33.805515,33.18985583496094,Muy alto
13.723,48.0,0.0,34.213257,33.82804138183594,Muy alto
13.773,45.0,0.0,33.893574,33.97856549072266,Muy alto
14.273,40.0,0.0,34.838253,35.200938934326174,Muy alto
14.323,38.0,0.0,33.82659,34.78782891845703,Muy alto
14.073,40.0,0.0,31.205997,32.85216636657715,Muy alto
13.623,42.0,0.0,28.385262,30.778012435913084,Alto
12.973,44.0,0.0,25.417631,28.59965843963623,Alto
12.023,45.0,0.0,22.702845,26.68773592376709,Alto
10.873,47.0,0.0,22.253124,26.106916015625,Alto
9.373,55.0,0.0,18.03237,22.37275003814697,Moderado
8.422999,61.0,0.0,16.199999,20.439103233337402,Moderado
7.9230003,61.0,0.0,12.979984,18.34141389465332,Moderado
7.623,64.0,0.0,9.72,15.87358417892456,Moderado
7.4729996,66.0,0.0,9.107359,15.235843132019042,Moderado
7.4230003,66.0,0.0,7.7879906,14.383769943237304,Bajo
7.323,71.0,0.1,8.714677,14.385755893707277,Bajo
6.9230003,78.0,0.1,10.97262,14.99467130279541,Bajo
6.873,81.0,0.0,11.019764,14.66863198852539,Bajo
8.173,75.0,0.0,13.684735,17.155273548126218,Moderado
10.123,69.0,0.0,17.84816,20.638118911743163,Moderado
11.323,60.0,0.0,24.20314,25.85032632446289,Alto
12.373,56.0,0.0,25.6233,27.28730956268311,Alto
12.723,54.0,0.0,25.744402,27.618098823547363,Alto
13.573,50.0,0.0,26.525429,28.633880126953123,Alto
14.273,48.0,0.0,27.210379,29.34458783721924,Alto
14.323,49.0,0.0,26.807312,28.969412933349613,Alto
15.573,44.0,0.0,24.448214,28.100153541564943,Alto
15.773,44.0,0.0,23.241617,27.332705467224123,Alto
15.373,46.0,0.0,22.206486,26.410880828857422,Alto
15.373,48.0,0.0,22.206486,26.17488082885742,Alto
14.773,50.0,0.0,21.749481,25.615769882202148,Alto
14.123,52.0,0.0,21.288757,25.051863723754884,Alto
13.172999,53.0,0.0,23.828083,26.523589447021486,Alto
11.422999,60.0,0.0,22.3229,24.64425206756592,Alto
10.473,66.0,0.0,23.219301,24.46793396759033,Alto
9.873,71.0,0.0,20.478907,22.084319877624512,Moderado
9.422999,72.0,0.0,18.998314,20.991218124389647,Moderado
9.023,72.0,0.0,18.228943,20.476543197631838,Moderado
7.873,80.0,0.0,10.587917,14.55652276611328,Bajo
7.523,81.0,0.0,8.287822,12.940461208343507,Bajo
7.9230003,84.0,0.0,8.161764,12.524480125427246,Bajo
8.473,85.0,0.2,10.009036,8.622523204803466,Bajo
9.373,77.0,0.0,14.007655,17.184833919525147,Moderado
10.973,67.0,0.0,21.603,23.333036392211913,Moderado
13.323,58.0,0.0,27.212759,28.120520805358886,Alto
14.623,51.0,0.0,30.75209,31.288250259399412,Alto
15.023,49.0,0.0,30.007679,31.064049255371096,Alto
15.973,47.0,0.0,30.871965,31.902249702453616,Alto
15.873,49.0,0.0,29.947153,31.065870597839357,Alto
15.422999,52.0,0.0,29.949316,30.69166349029541,Alto
16.023,51.0,0.0,31.89608,32.09217956542969,Muy alto
16.523,52.0,0.0,34.619946,33.75234895324707,Muy alto
15.523,56.0,0.0,32.90999,32.13113652038574,Muy alto
14.123,64.0,0.1,28.146843,28.052470870971682,Alto
13.823,67.0,0.1,25.872454,26.219364173889158,Alto
13.273,69.0,0.1,23.469128,24.40922219848633,Alto
14.023,64.0,0.0,22.505037,24.414348014831543,Alto
12.623,67.0,0.0,22.35481,23.89640210723877,Moderado
10.873,65.0,0.0,19.011953,21.89560196685791,Moderado
9.523,72.0,0.0,14.561099,18.138451778411866,Moderado
8.523,83.0,0.1,13.32,15.993183792114259,Moderado
7.9230003,85.0,0.0,13.679999,15.960223598480225,Moderado
7.623,80.0,0.0,12.324414,15.66282678604126,Moderado
6.9230003,81.0,0.0,11.525623,14.996805435180665,Bajo
6.9230003,78.0,0.0,11.542478,15.361659595489503,Moderado
6.9230003,79.0,0.0,11.570515,15.26171546936035,Moderado
7.873,73.0,0.0,13.363711,17.170134120941164,Moderado
9.273,63.0,0.0,16.203999,20.246479064941404,Moderado
10.573,54.0,0.0,20.06334,23.85629446411133,Moderado
11.723,46.0,0.0,19.70815,24.626753135681152,Alto
12.873,40.0,0.0,20.721119,26.042304595947265,Alto
13.672999,37.0,0.0,20.833395,26.50701035308838,Alto
14.672999,33.0,0.0,22.963936,28.39907865905762,Alto
15.373,30.0,0.0,23.219301,28.951133995056153,Alto
15.723,28.0,0.0,23.535301,29.40743795776367,Alto
16.023,28.0,0.0,22.461807,28.730507904052732,Alto
16.123001,28.0,0.0,23.0653,29.123957244873047,Alto
15.973,29.0,0.0,22.691425,28.757981887817383,Alto
15.523,31.0,0.0,21.96295,28.031243629455567,Alto
14.873,32.0,0.0,20.519999,26.952783073425294,Alto
13.672999,37.0,0.0,18.775301,25.181597801208497,Alto
11.873,46.0,0.0,15.273505,21.77804136276245,Moderado
10.273,55.0,0.0,12.6462,18.94725690460205,Moderado
8.922999,61.0,0.0,10.538843,16.81731896209717,Moderado
7.823,64.0,0.0,9.6932955,15.865986286163329,Moderado
7.023,67.0,0.0,8.557102,14.741877807617188,Bajo
5.623,79.0,0.0,5.904439,11.550362705230713,Bajo
5.373,79.0,0.0,5.3517847,11.182453357696533,Bajo
5.073,80.0,0.0,4.8433046,10.722592182159424,Bajo
5.023,81.0,0.0,4.1046314,10.126486625671387,Bajo
7.023,76.0,0.0,5.3999996,11.646703742980957,Bajo
9.672999,68.0,0.0,12.313894,17.17045188140869,Moderado
11.773,54.0,0.0,20.056877,23.909732864379883,Moderado
13.172999,46.0,0.0,22.79684,26.68546936035156,Alto
14.623,41.0,0.0,25.0064,28.768025062561033,Alto
15.373,35.0,0.0,28.512817,31.77015840148926,Alto
15.973,35.0,0.0,27.532352,31.167538955688478,Alto
16.723001,33.0,0.0,26.242987,30.609187492370605,Alto
17.723001,31.0,0.0,26.141552,30.827863540649414,Alto
18.223001,30.0,0.0,25.277023,30.41310708618164,Alto
18.173,30.0,0.0,24.482647,29.899128646850585,Alto
17.823,31.0,0.0,24.098497,29.516936317443847,Alto
17.073,35.0,0.0,21.67487,27.448119979858397,Alto
16.223,38.0,0.0,17.114204,24.11625161743164,Alto
16.123001,37.0,0.0,12.313893,21.138051349639895,Moderado
13.973,44.0,0.0,6.297428,16.33424769592285,Moderado
12.172999,52.0,0.0,4.0249224,13.84035397720337,Bajo
10.922999,58.0,0.0,5.0142193,13.70946118927002,Bajo
10.273,63.0,0.0,4.6102495,12.828104679107666,Bajo
10.023,66.0,0.0,2.5455842,11.132460214614868,Bajo
8.623,74.0,0.0,1.9386592,9.730400526046752,Bajo
8.073,76.0,0.0,2.968636,10.131305604934692,Bajo
7.1730003,79.0,0.0,3.9763298,10.383060409545898,Bajo
6.7229996,83.0,0.0,4.452954,10.19640623664856,Bajo
8.373,91.0,0.0,7.69592,11.420076480865479,Bajo
10.172999,87.0,0.0,10.1376915,13.550977294921875,Bajo
12.973,68.0,0.0,9.178235,15.309487354278565,Moderado
15.073,57.0,0.0,7.928177,15.903249908447265,Moderado
16.073,48.0,0.0,7.7879906,16.922969924926758,Moderado
15.172999,51.0,0.1,13.084402,19.936658912658693,Moderado
15.223,54.0,0.2,8.0899935,11.36865977859497,Bajo
13.922999,60.0,0.7,18.947083,17.59022511291504,Moderado
13.172999,74.0,0.2,20.240198,16.734991569519043,Moderado
13.073,66.0,0.4,23.933908,20.052941047668458,Moderado
13.073,64.0,0.3,27.153164,22.36214155578613,Moderado
12.273,61.0,0.3,32.809414,26.32036654663086,Alto
11.023,57.0,0.0,34.92,33.09158280944824,Muy alto
10.172999,58.0,0.0,40.155735,36.30459732055664,Muy alto
9.223,60.0,0.0,42.10769,37.280055633544926,Muy alto
8.123,62.0,0.0,38.540184,34.693782516479494,Muy alto
7.373,61.0,0.0,35.09769,32.55881674194336,Muy alto
6.9230003,62.0,0.0,32.789658,30.932843505859374,Alto
6.573,66.0,0.0,30.293522,28.8365320892334,Alto
6.273,69.0,0.0,29.528778,27.975637069702152,Alto
5.873,72.0,0.0,29.16889,27.37066916656494,Alto
5.7229996,70.0,0.0,28.08923,26.9041678314209,Alto
5.7229996,68.0,0.0,27.908709,27.023912300109863,Alto
5.873,59.0,0.0,27.698952,27.958028915405276,Alto
6.573,57.0,0.0,28.001427,28.422422790527342,Alto
7.873,52.0,0.0,28.948118,29.684492134094242,Alto
9.273,47.0,0.0,30.5173,31.352244964599606,Alto
10.373,48.0,0.0,30.0767,31.00329894256592,Alto
11.172999,45.0,0.0,30.78368,31.850993865966796,Alto
11.823,44.0,0.0,33.626774,33.8311463470459,Muy alto
11.523,51.0,0.0,33.27031,32.76118327331543,Muy alto
12.523,44.0,0.0,33.971867,34.08698608398437,Muy alto
13.223,45.0,0.0,33.441265,33.66087870788574,Muy alto
13.073,43.0,0.0,32.048088,32.99247271728515,Muy alto
13.723,44.0,0.0,30.312773,31.78812963104248,Alto
13.672999,42.0,0.0,29.427658,31.451715774536133,Alto
13.073,44.0,0.0,27.248457,29.783510276794434,Alto
12.573,45.0,0.0,24.798223,28.06355992889404,Alto
11.723,46.0,0.0,22.668568,26.53326155090332,Alto
10.623,52.0,0.0,17.414476,22.388826805114746,Moderado
9.523,59.0,0.0,13.684735,19.1080735206604,Moderado
8.422999,67.0,0.0,11.525623,16.720805389404298,Moderado
7.623,72.0,0.0,10.041354,15.136536098480224,Moderado
7.123,73.0,0.0,9.107359,14.393043159484863,Bajo
5.9729996,77.0,0.0,7.8954163,13.08535205078125,Bajo
5.4729996,77.0,0.0,6.9247384,12.436235513687134,Bajo
5.023,79.0,0.0,5.8603754,11.493185749053955,Bajo
4.873,82.0,0.0,5.3999996,10.835503761291504,Bajo
6.573,77.0,0.0,5.1165614,11.324569547653198,Bajo
9.223,65.0,0.0,9.422101,15.640537036895752,Moderado
11.672999,56.0,0.0,10.233123,17.342435070037844,Moderado
13.672999,50.0,0.0,11.4862,18.953416984558103,Moderado
15.422999,45.0,0.0,11.885453,19.884535846710204,Moderado
16.623001,40.0,0.0,15.580141,22.91151490020752,Moderado
17.223001,36.0,0.0,18.075441,25.019288307189942,Alto
17.573,34.0,0.0,20.390114,26.7627373046875,Alto
18.123001,30.0,0.0,20.929594,27.60856261444092,Alto
18.173,29.0,0.0,19.083395,26.540010398864744,Alto
18.573,28.0,0.0,17.87718,25.900407981872558,Alto
18.323,30.0,0.0,17.193533,25.21213921356201,Alto
17.623001,33.0,0.0,15.111424,23.483661396026612,Moderado
16.873001,35.0,0.0,13.708391,22.3081079788208,Moderado
16.023,35.0,0.0,9.47012,19.537861591339112,Moderado
14.723,42.0,0.0,4.072935,15.173674186706542,Moderado
12.573,51.0,0.0,5.00128,14.60632820892334,Bajo
10.773,67.0,0.0,4.8433046,12.53019217300415,Bajo
10.422999,73.0,0.0,2.8799999,10.5410238904953,Bajo
10.373,71.0,0.2,5.5887027,7.519028532028198,Bajo
9.773,81.0,0.8,0.8049845,3.2295140130519866,Bajo
9.873,78.0,0.2,4.510787,5.974850841522217,Bajo
9.373,82.0,0.1,3.319036,9.711363195419311,Bajo
9.023,86.0,0.0,4.198285,9.788799594879151,Bajo
9.973,83.0,0.0,7.754637,12.478690055847167,Bajo
11.123,77.0,0.0,12.768586,16.47087349319458,Moderado
13.273,65.0,0.0,20.49156,22.963668617248533,Moderado
13.922999,56.0,0.0,23.241617,25.827905448913576,Alto
14.073,53.0,0.0,23.795427,26.54575919342041,Alto
14.773,51.0,0.0,21.603,25.403436401367188,Alto
14.823,50.0,0.0,22.415602,26.047151512145998,Alto
14.523,56.0,0.1,24.482647,26.655928619384767,Alto
16.373001,47.0,0.1,22.702845,26.660535987854004,Alto
16.073,47.0,0.0,20.073025,24.952531936645507,Alto
16.023,51.0,0.0,15.546833,21.5632645111084,Moderado
15.323,58.0,0.2,17.709658,17.096523536682128,Moderado
14.922999,65.0,0.2,12.015589,12.584343132019043,Bajo
14.123,76.0,0.6,9.255571,9.470491966247558,Bajo
12.723,80.0,1.0,12.538134,11.045262031555175,Bajo
11.373,89.0,1.1,13.237039,10.368556873321534,Bajo
11.473,93.0,1.3,12.10157,9.170115142822267,Bajo
12.223,92.0,1.5,9.028754,7.345221706390381,Bajo
13.123,87.0,0.3,6.830519,6.56275837135315,Bajo
