idtitulo_real,titulo,nombre,provincia,desc_espacio,caracter
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,SALUD Y DERECHO,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,AMBIENTE Y DESARROLLO SUSTENTABLE,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,ECOLOGÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,CIENCIAS DE LA TIERRA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,GEOGRAFÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,SALUD Y AMBIENTE,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,BIOLOGÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,GEOGRAFÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,SALUD Y DERECHO,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,ANATOMÍA Y FISIOLOGÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,BIOLOGÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,HISTORIA Y GEOGRAFÍA,Habilitante
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,ZOOLOGÍA,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 47,BUENOS AIRES,BIBLIOTECARIO,Habilitante
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 47,BUENOS AIRES,PRECEPTOR/A,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 47,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 47,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 47,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,BIBLIOTECARIO,Habilitante
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,PRECEPTOR/A,Docente
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,EDUCACIÓN FÍSICA,Docente
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,EDUCACIÓN FÍSICA,Docente
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,EDUCACIÓN FÍSICA,Docente
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,ACTIVIDAD FÍSICA Y SALUD,Docente
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,PRÁCTICAS CORPORALES EN EL AMBIENTE NATURAL,Docente
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,PRÁCTICAS DEPORTIVAS I – II - III,Docente
1138,"PROFESOR/A DE NIVEL INICIAL, DE LA E.G.B. Y DE LA EDUCACIÓN POLIMODAL EN EDUCACIÓN FÍSICA",INSTITUTO DE EDUCACIÓN SUPERIOR DE EDUCACIÓN FÍSICA,CHACO,PRÁCTICAS GIMNÁSTICAS,Docente
1139,MAESTRO/A DE DIBUJO,"INSTITUTO SUPERIOR DE BELLAS ARTES \""JUAN YAPARI\""",SANTIAGO DEL ESTERO,PRECEPTOR/A,Habilitante
1139,MAESTRO/A DE DIBUJO,"INSTITUTO SUPERIOR DE BELLAS ARTES \""JUAN YAPARI\""",SANTIAGO DEL ESTERO,LENGUAJES ARTÍSTICOS – PLÁSTICO VISUAL,Docente
1139,MAESTRO/A DE DIBUJO,"INSTITUTO SUPERIOR DE BELLAS ARTES \""JUAN YAPARI\""",SANTIAGO DEL ESTERO,LENGUAJES ARTÍSTICOS – PLÁSTICO VISUAL,Habilitante
1137,ARQUITECTO/A,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,ESTÁTICA Y RESISTENCIA DE MATERIALES,Habilitante
1137,ARQUITECTO/A,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE DISEÑO ASISTIDO POR COMPUTADORA,Habilitante
1137,ARQUITECTO/A,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,COMPLEMENTO EN OBRA,Habilitante
1137,ARQUITECTO/A,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,CÓMPUTO Y PRESUPUESTO,Habilitante
1137,ARQUITECTO/A,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,DIRECCIÓN Y ADMINISTRACIÓN DE OBRA,Habilitante
1137,ARQUITECTO/A,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,DISEÑO ASISTIDO POR COMPUTADORA I - II,Habilitante
1137,ARQUITECTO/A,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,ESTÁTICA Y RESISTENCIA DE LOS MATERIALES (MAESTRO MAYOR DE OBRA),Habilitante
1137,ARQUITECTO/A,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,ESTRUCTURA,Habilitante
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Habilitante
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,FILOSOFÍA,Supletorio
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,PSICOLOGÍA,Habilitante
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,SOCIOLOGÍA,Habilitante
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,FILOSOFÍA,Habilitante
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,RELACIONES HUMANAS,Habilitante
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,PSICOLOGÍA GENERAL,Habilitante
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,RELACIONES INTERPERSONALES,Habilitante
1141,LICENCIADO/A EN PSICOLOGÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA/,CÓRDOBA,FILOSOFÍA – PSICOLOGÍA,Habilitante
503,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,"INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 94 \""ROBERTO THEMIS SPERONI\""",BUENOS AIRES,BIBLIOTECARIO,Supletorio
503,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,"INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Nº 94 \""ROBERTO THEMIS SPERONI\""",BUENOS AIRES,PRECEPTOR/A,Habilitante
639,PERITO AUXLIAR EN SEGURIDAD E HIGIENE EN EL TRABAJO,CENTRO EDUCATIVO DE NIVEL SECUNDARIO Nº 364,TIERRA DEL FUEGO,PRECEPTOR/A,Supletorio
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,MATEMÁTICA,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,MATEMÁTICA,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,MATEMÁTICA,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,DIBUJO,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,HISTORIA DEL ARTE,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE DIBUJO TÉCNICO I - II - III,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE DISEÑO ASISTIDO POR COMPUTADORA,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,COMPLEMENTO EN OBRA,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,ESTÁTICA Y RESISTENCIA DE LOS MATERIALES (MAESTRO MAYOR DE OBRA),Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,ESTRUCTURA,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,DISEÑO ASISTIDO POR COMPUTADORA I - II,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,MATEMÁTICA,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,MATEMÁTICA I – II – III - IV,Habilitante
856,ARQUITECTO,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,MATEMÁTICA,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,A.C.T.P. FÍSICO-QUÍMICA,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,A.T.T.P. FÍSICO- QUÍMICA,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,PRECEPTOR/A,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,FÍSICO-QUÍMICA,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,FÍSICO-QUÍMICA,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,FÍSICA,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,FÍSICA I,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,DERECHO,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,FÍSICA,Habilitante
119,LICENCIADO EN CRIMINALÍSTICA Y CRIMINOLOGÍA,UNIVERSIDAD NACIONAL DEL NORDESTE,CORRIENTES,TALLER  INVESTIGACIÓN SOCIO-CULTURAL PLANIFICACIÓN Y EJECUCIÓN SOCIAL,Habilitante
1146,BACHILLER AGROTÉCNICO,"ESCUELA PROVINCIAL DE NIVEL MEDIO AGROTÉCNICA \""ANTONIO GALLI\""",ENTRE RÍOS,PRECEPTOR/A,Supletorio
1147,TÉCNICO/A MEDIO EN EQUIPOS E INSTALACIONES ELECTROMECÁNICAS,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,PRECEPTOR/A,Supletorio
1148,PROFESOR/A DE PRIMER Y SEGUNDO CICLO DE LA EGB,"ESCUELA NORMAL SUPERIOR Nº 36 \""MARIANO MORENO\""",SANTA FÉ,PRECEPTOR/A,Habilitante
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,BIBLIOTECARIO,Habilitante
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,PRECEPTOR/A,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,ACTIVIDAD FÍSICA Y SALUD,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,PRÁCTICAS DEPORTIVAS I – II - III,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,PRÁCTICAS GIMNÁSTICAS,Docente
1007,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO SUPERIOR DE ESTUDIOS ESPECIALIZADOS DIPREGEP 5844,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
1150,LICENCIADO/A EN PSICOPEDAGOGÍA,UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL,BUENOS AIRES,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Habilitante
1150,LICENCIADO/A EN PSICOPEDAGOGÍA,UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL,BUENOS AIRES,PSICOPEDAGOGO,Habilitante
1150,LICENCIADO/A EN PSICOPEDAGOGÍA,UNIVERSIDAD NACIONAL DE LA PATAGONIA AUSTRAL,BUENOS AIRES,PSICOLOGÍA GENERAL,Habilitante
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,FILOSOFÍA – PSICOLOGÍA,Habilitante
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,PROBLEMÁTICA FILOSÓFICA,Supletorio
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,PSICOLOGÍA GENERAL,Habilitante
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Habilitante
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,PRECEPTOR/A,Habilitante
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,PSICOPEDAGOGO,Habilitante
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,FILOSOFÍA,Supletorio
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,FILOSOFÍA,Supletorio
781,PSICOPEDAGOGO,INSTITUTO SUPERIOR DE FORMACIÓN DOCENTE Y TÉCNICA N° 28,BUENOS AIRES,PSICOLOGÍA,Habilitante
1081,PROFESOR/A EN HISTORIA PARA EL NIVEL POLIMODAL Y LA E.G.B. 3,INSTITUTO SUPERIOR DEL PROFESORADO I-28 PRESBÍTERO DR. ALFREDO RAMÓN MEYER,CORRIENTES,BIBLIOTECARIO,Habilitante
1081,PROFESOR/A EN HISTORIA PARA EL NIVEL POLIMODAL Y LA E.G.B. 3,INSTITUTO SUPERIOR DEL PROFESORADO I-28 PRESBÍTERO DR. ALFREDO RAMÓN MEYER,CORRIENTES,PRECEPTOR/A,Docente
1081,PROFESOR/A EN HISTORIA PARA EL NIVEL POLIMODAL Y LA E.G.B. 3,INSTITUTO SUPERIOR DEL PROFESORADO I-28 PRESBÍTERO DR. ALFREDO RAMÓN MEYER,CORRIENTES,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
1081,PROFESOR/A EN HISTORIA PARA EL NIVEL POLIMODAL Y LA E.G.B. 3,INSTITUTO SUPERIOR DEL PROFESORADO I-28 PRESBÍTERO DR. ALFREDO RAMÓN MEYER,CORRIENTES,HISTORIA,Docente
1081,PROFESOR/A EN HISTORIA PARA EL NIVEL POLIMODAL Y LA E.G.B. 3,INSTITUTO SUPERIOR DEL PROFESORADO I-28 PRESBÍTERO DR. ALFREDO RAMÓN MEYER,CORRIENTES,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
1081,PROFESOR/A EN HISTORIA PARA EL NIVEL POLIMODAL Y LA E.G.B. 3,INSTITUTO SUPERIOR DEL PROFESORADO I-28 PRESBÍTERO DR. ALFREDO RAMÓN MEYER,CORRIENTES,HISTORIA,Docente
1081,PROFESOR/A EN HISTORIA PARA EL NIVEL POLIMODAL Y LA E.G.B. 3,INSTITUTO SUPERIOR DEL PROFESORADO I-28 PRESBÍTERO DR. ALFREDO RAMÓN MEYER,CORRIENTES,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
1081,PROFESOR/A EN HISTORIA PARA EL NIVEL POLIMODAL Y LA E.G.B. 3,INSTITUTO SUPERIOR DEL PROFESORADO I-28 PRESBÍTERO DR. ALFREDO RAMÓN MEYER,CORRIENTES,HISTORIA,Docente
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,A.T.T.P. COMPUTACIÓN,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,A.T.T.P. INFORMÁTICA,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,JEFE DE LABORATORIO INFORMÁTICA,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PRECEPTOR/A,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,"BASES DE DATOS, SEGURIDAD Y LEGISLACIÓN INFORMÁTICA",Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,DISEÑO Y DESARROLLO WEB,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,INTRODUCCIÓN A LA INFORMÁTICA,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,OPERADOR DE SOFTWARE,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PROGRAMACIÓN I Y II,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE INTRODUCCIÓN A LA PROGRAMACIÓN,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE PROCESAMIENTO DE DATOS,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,"ANÁLISIS, ESPECIFICACIÓN Y DISEÑO DE SOFTWARE",Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,BASES DE DATOS,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,HARDWARE,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,PROGRAMACIÓN I – II – III – IV,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,SISTEMAS DE PROCESAMIENTO DE DATOS,Habilitante
1151,LICENCIADO/A EN CIENCIAS DE LA COMPUTACIÓN,UNIVERSIDAD NACIONAL DEL SUR,BUENOS AIRES,SOFTWARE I – II – III,Habilitante
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,BIBLIOTECARIO,Habilitante
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,PRECEPTOR/A,Docente
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,ACTIVIDAD FÍSICA Y SALUD,Docente
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,PRÁCTICAS CORPORALES EN EL AMBIENTE NATURAL,Docente
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,PRÁCTICAS DEPORTIVAS I – II - III,Docente
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,PRÁCTICAS GIMNÁSTICAS,Docente
616,PROFESOR/A DE EDUCACIÓN FÍSICA,INSTITUTO PRIVADO INSTITUTO SUPERIOR DE CIENCIAS DE LA SALUD,BUENOS AIRES,EDUCACIÓN FÍSICA,Docente
493,PROFESOR/A DE PRIMERO Y SEGUNDO CICLO DE EGB,"ESCUELA NORMAL SUPERIOR \""JUSTO JOSÉ DE URQUIZA\""",CÓRDOBA,PRECEPTOR/A,Habilitante
1152,PROFESOR/A DE EDUCACIÓN SECUNDARIA EN INGLÉS,INSTITUTO DE FORMACIÓN DOCENTE LENGUAS VIVAS,RÍO NEGRO,A.T.T.P. INGLÉS,Docente
1152,PROFESOR/A DE EDUCACIÓN SECUNDARIA EN INGLÉS,INSTITUTO DE FORMACIÓN DOCENTE LENGUAS VIVAS,RÍO NEGRO,BIBLIOTECARIO,Habilitante
1152,PROFESOR/A DE EDUCACIÓN SECUNDARIA EN INGLÉS,INSTITUTO DE FORMACIÓN DOCENTE LENGUAS VIVAS,RÍO NEGRO,LENGUA EXTRANJERA: INGLÉS,Docente
