idtitulo_real,titulo,nombre,provincia,desc_espacio,caracter
1109,LICENCIADO EN ADMINISTRACIÓN NAVAL,INSTITUTO UNIVERSITARIO NAVAL - UNIDAD ACADÉMICA - ESCUELA NAVAL MILITAR,BUENOS AIRES,ADMINISTRACIÓN DE EMPRESAS,Docente
1109,LICENCIADO EN ADMINISTRACIÓN NAVAL,INSTITUTO UNIVERSITARIO NAVAL - UNIDAD ACADÉMICA - ESCUELA NAVAL MILITAR,BUENOS AIRES,ADMINISTRACIÓN DE MUTUALIDADES,Docente
1109,LICENCIADO EN ADMINISTRACIÓN NAVAL,INSTITUTO UNIVERSITARIO NAVAL - UNIDAD ACADÉMICA - ESCUELA NAVAL MILITAR,BUENOS AIRES,ADMINISTRACIÓN PÚBLICA,Docente
1109,LICENCIADO EN ADMINISTRACIÓN NAVAL,INSTITUTO UNIVERSITARIO NAVAL - UNIDAD ACADÉMICA - ESCUELA NAVAL MILITAR,BUENOS AIRES,CONSTRUCCIÓN DE LA CIUDADANÍA,Habilitante
1112,EDUCACIÓN SECUNDARIA ORIENTACIÓN EN CIENCIAS NATURALES,"ESCUELA NORMAL SUPERIOR \""GENERAL MANUEL BELGRANO\""",SAN JUAN,PRECEPTOR/A,Supletorio
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,PRECEPTOR/A,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,INTROD. A LA ACCIÓN SOCIAL,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,INTROD. AL EST. DE LA CULT. Y LA SOC.,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,PSICOLOGÍA GENERAL,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,TALLER  INVESTIGACIÓN SOCIO-CULTURAL PLANIFICACIÓN Y EJECUCIÓN SOCIAL,Habilitante
1113,BACHILLER,"INSTITUTO \""EMAUES\"" (B - 260)",BUENOS AIRES,PRECEPTOR/A,Supletorio
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,FILOSOFÍA – PSICOLOGÍA,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,FORMACIÓN CÍVICA,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,PRECEPTOR/A,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,CONSTRUCCIÓN DE LA CIUDADANÍA,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,CONSTRUCCIÓN DE LA CIUDADANÍA,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,CONSTRUCCIÓN DE LA CIUDADANÍA,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,DERECHO,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,FILOSOFÍA,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,CONSTRUCCIÓN DE LA CIUDADANÍA,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,FILOSOFÍA,Habilitante
173,LICENCIADO EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE CÓRDOBA,SANTIAGO DEL ESTERO,SOCIOLOGÍA,Habilitante
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,BIBLIOTECARIO,Habilitante
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,EDUCACIÓN FÍSICA,Docente
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,EDUCACIÓN FÍSICA,Docente
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,EDUCACIÓN FÍSICA,Docente
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,EDUCACIÓN FÍSICA,Docente
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,ACTIVIDAD FÍSICA Y SALUD,Docente
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,PRÁCTICAS CORPORALES EN EL AMBIENTE NATURAL,Docente
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,PRÁCTICAS DEPORTIVAS I – II - III,Docente
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,PRÁCTICAS GIMNÁSTICAS,Docente
1116,PROFESOR/A DE EDUCACIÓN FÍSICA,"INSTITUTO SUPERIOR DE FORMACIÓN PROFESIONAL \""LA MERCED\"" N° 8155",SALTA,PRECEPTOR/A,Docente
1117,LICENCIADA EN TERAPIA OCUPACIONAL,UNIVERSIDAD NACIONAL DE QUILMES,BUENOS AIRES,PRECEPTOR/A,Habilitante
1120,LICENCIADO/A EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,AYUDANTE DEPARTAMENTO ORIENTACIÓN,Habilitante
1120,LICENCIADO/A EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,PRECEPTOR/A,Habilitante
1120,LICENCIADO/A EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,INTROD. A LA ACCIÓN SOCIAL,Habilitante
1120,LICENCIADO/A EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,INTROD. AL EST. DE LA CULT. Y LA SOC.,Habilitante
1120,LICENCIADO/A EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,PSICOLOGÍA GENERAL,Habilitante
1120,LICENCIADO/A EN TRABAJO SOCIAL,UNIVERSIDAD NACIONAL DE SANTIAGO DEL ESTERO,SANTIAGO DEL ESTERO,TALLER  INVESTIGACIÓN SOCIO-CULTURAL PLANIFICACIÓN Y EJECUCIÓN SOCIAL,Habilitante
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,A.T.T.P. FÍSICO- QUÍMICA,Supletorio
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,A.T.T.P. QUÍMICA,Supletorio
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,BIBLIOTECARIO,Supletorio
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,JEFE DE LABORATORIO,Supletorio
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,PRECEPTOR/A,Habilitante
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,EDUCACIÓN TECNOLÓGICA,Habilitante
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,FÍSICO-QUÍMICA,Supletorio
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,MATEMÁTICA,Supletorio
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,EDUCACIÓN TECNOLÓGICA,Habilitante
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,FÍSICO-QUÍMICA,Supletorio
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,MATEMÁTICA,Supletorio
1119,TÉCNICO/A QUÍMICA,UNIVERSIDAD NACIONAL DE SAN JUAN,SAN JUAN,QUÍMICA,Supletorio
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,GEOGRAFÍA FÍSICA Y CLIMATOLOGÍA,Docente
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,HISTORIA Y GEOGRAFÍA,Habilitante
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,BIBLIOTECARIO,Habilitante
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,PRECEPTOR/A,Docente
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,GEOGRAFÍA,Docente
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,GEOGRAFÍA,Docente
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,GEOGRAFÍA,Docente
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,AMBIENTE Y DESARROLLO SUSTENTABLE,Docente
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,CIENCIAS DE LA TIERRA,Docente
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,GEOGRAFÍA,Docente
1121,PROFESOR/A EN GEOGRAFÍA,INSTITUTO SUPERIOR DEL PROFESORADO PIO XII,BUENOS AIRES,GEOGRAFÍA,Docente
1122,TÉCNICO/A EN INDUSTRIA Y DISEÑO DEL MUEBLE,ESCUELA TÉCNICA N° 2 RAGGIO,BUENOS AIRES,MAESTRO DE ENSEÑANZA PRÁCTICA,Habilitante
1122,TÉCNICO/A EN INDUSTRIA Y DISEÑO DEL MUEBLE,ESCUELA TÉCNICA N° 2 RAGGIO,BUENOS AIRES,PRECEPTOR/A,Habilitante
1122,TÉCNICO/A EN INDUSTRIA Y DISEÑO DEL MUEBLE,ESCUELA TÉCNICA N° 2 RAGGIO,BUENOS AIRES,EDUCACIÓN TECNOLÓGICA,Habilitante
1122,TÉCNICO/A EN INDUSTRIA Y DISEÑO DEL MUEBLE,ESCUELA TÉCNICA N° 2 RAGGIO,BUENOS AIRES,EDUCACIÓN TECNOLÓGICA,Habilitante
1122,TÉCNICO/A EN INDUSTRIA Y DISEÑO DEL MUEBLE,ESCUELA TÉCNICA N° 2 RAGGIO,BUENOS AIRES,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE TECNOLOGÍA EN MADERA I - II,Habilitante
1122,TÉCNICO/A EN INDUSTRIA Y DISEÑO DEL MUEBLE,ESCUELA TÉCNICA N° 2 RAGGIO,BUENOS AIRES,MAESTRO DE ENSEÑANZA PRÁCTICA - MAESTRO MAYOR DE OBRAS,Habilitante
1123,BACHILLER Y PERITO MERCANTIL,"ESCUELA DE COMERCIO \""MARIANO MORENO\""",CÓRDOBA,PRECEPTOR/A,Supletorio
726,TÉCNICO/A MECÁNICO ELECTRICISTA,"COLEGIO TÉCNICO PROVINCIAL ""OLGA B. DE ARKO"" /NO USAR",TIERRA DEL FUEGO,MAESTRO DE ENSEÑANZA PRÁCTICA,Habilitante
726,TÉCNICO/A MECÁNICO ELECTRICISTA,"COLEGIO TÉCNICO PROVINCIAL ""OLGA B. DE ARKO"" /NO USAR",TIERRA DEL FUEGO,PRECEPTOR/A,Habilitante
726,TÉCNICO/A MECÁNICO ELECTRICISTA,"COLEGIO TÉCNICO PROVINCIAL ""OLGA B. DE ARKO"" /NO USAR",TIERRA DEL FUEGO,MAESTRO DE ENSEÑANZA PRÁCTICA - ELECTROMECÁNICA,Habilitante
1125,PROFESOR/A DE NIVEL INICIAL Y DE PRIMERO Y SEGUNDO CICLO DE LA E.G.B. EN INGLÉS,"ESCUELA NORMAL SUPERIOR \""REPÚLICA ORIENTAL DEL URUGUAY\""",ENTRE RÍOS,A.T.T.P. INGLÉS,Docente
1125,PROFESOR/A DE NIVEL INICIAL Y DE PRIMERO Y SEGUNDO CICLO DE LA E.G.B. EN INGLÉS,"ESCUELA NORMAL SUPERIOR \""REPÚLICA ORIENTAL DEL URUGUAY\""",ENTRE RÍOS,LENGUA EXTRANJERA: INGLÉS,Docente
1125,PROFESOR/A DE NIVEL INICIAL Y DE PRIMERO Y SEGUNDO CICLO DE LA E.G.B. EN INGLÉS,"ESCUELA NORMAL SUPERIOR \""REPÚLICA ORIENTAL DEL URUGUAY\""",ENTRE RÍOS,LENGUA EXTRANJERA: INGLÉS,Docente
1125,PROFESOR/A DE NIVEL INICIAL Y DE PRIMERO Y SEGUNDO CICLO DE LA E.G.B. EN INGLÉS,"ESCUELA NORMAL SUPERIOR \""REPÚLICA ORIENTAL DEL URUGUAY\""",ENTRE RÍOS,LENGUAS EXTRANJERAS: INGLÉS,Docente
1125,PROFESOR/A DE NIVEL INICIAL Y DE PRIMERO Y SEGUNDO CICLO DE LA E.G.B. EN INGLÉS,"ESCUELA NORMAL SUPERIOR \""REPÚLICA ORIENTAL DEL URUGUAY\""",ENTRE RÍOS,ESTUDIOS INTERCULTURALES EN LENGUA I Y II (INGLÉS),Docente
1125,PROFESOR/A DE NIVEL INICIAL Y DE PRIMERO Y SEGUNDO CICLO DE LA E.G.B. EN INGLÉS,"ESCUELA NORMAL SUPERIOR \""REPÚLICA ORIENTAL DEL URUGUAY\""",ENTRE RÍOS,INGLÉS,Docente
528,MAESTRO MAYOR DE OBRA,"ESCUELA N° 4 \""INGENIERO ENRIQUE TRONCOSO\""",MENDOZA,MAESTRO DE ENSEÑANZA PRÁCTICA,Habilitante
528,MAESTRO MAYOR DE OBRA,"ESCUELA N° 4 \""INGENIERO ENRIQUE TRONCOSO\""",MENDOZA,MAESTRO DE ENSEÑANZA PRÁCTICA - MAESTRO MAYOR DE OBRAS,Habilitante
528,MAESTRO MAYOR DE OBRA,"ESCUELA N° 4 \""INGENIERO ENRIQUE TRONCOSO\""",MENDOZA,PROCESOS TECNOLÓGICOS: MÓDULO - TALLER DE TECNOLOGÍA DE LA CONSTRUCCIÓN,Habilitante
528,MAESTRO MAYOR DE OBRA,"ESCUELA N° 4 \""INGENIERO ENRIQUE TRONCOSO\""",MENDOZA,COMPLEMENTO EN OBRA,Habilitante
528,MAESTRO MAYOR DE OBRA,"ESCUELA N° 4 \""INGENIERO ENRIQUE TRONCOSO\""",MENDOZA,TALLER DE CONSTRUCCIONES,Habilitante
1127,BACHILLER Y TÉCNICO DE NIVEL MEDIO EN PRODUCCIÓN DE BIENES Y SERVICIOS. ESPECIALIDAD: ALIMENTACIÓN,"INSTITUTO PROVINCIAL DE ENSEÑANZA MEDIA NRO 248 \""LEOPOLDO LUGONES\""",CORDOBA,PRECEPTOR/A,Supletorio
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,ASESOR PEDAGÓGICO,Supletorio
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,BIBLIOTECARIO,Habilitante
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,PRECEPTOR/A,Docente
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,EDUCACIÓN FÍSICA,Docente
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,EDUCACIÓN FÍSICA,Docente
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,EDUCACIÓN FÍSICA,Docente
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,ACTIVIDAD FÍSICA Y SALUD,Docente
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,PRÁCTICAS CORPORALES EN EL AMBIENTE NATURAL,Docente
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,PRÁCTICAS DEPORTIVAS I – II - III,Docente
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,PRÁCTICAS GIMNÁSTICAS,Docente
1128,PROFESOR/A DE EDUCACIÓN FÍSICA,UNIVERSIDAD NACIONAL DE TUCUMÁN,TUCUMÁN,EDUCACIÓN FÍSICA,Docente
1129,LICENCIADO/A EN ARTE DRAMÁTIO,UNIVERSIDAD NACIONAL DE CUYO,MENDOZA,PRECEPTOR/A,Habilitante
1129,LICENCIADO/A EN ARTE DRAMÁTIO,UNIVERSIDAD NACIONAL DE CUYO,MENDOZA,LENGUAJES ARTÍSTICOS – TEATRO,Habilitante
1129,LICENCIADO/A EN ARTE DRAMÁTIO,UNIVERSIDAD NACIONAL DE CUYO,MENDOZA,LENGUAJES ARTÍSTICOS – TEATRO,Habilitante
1129,LICENCIADO/A EN ARTE DRAMÁTIO,UNIVERSIDAD NACIONAL DE CUYO,MENDOZA,LENGUAJES ARTÍSTICOS – TEATRO,Habilitante
1129,LICENCIADO/A EN ARTE DRAMÁTIO,UNIVERSIDAD NACIONAL DE CUYO,MENDOZA,LENGUAJES ARTÍSTICOS - TEATRO,Habilitante
1131,TÉCNICO/A SUPERIOR EN ADMINISTRACIÓN,UNIVERSIDAD TECNOLÓGICA NACIONAL/FACULTAD REGIONAL RÍO GRANDE[TIERRA DEL FUEGO/],TIERRA DEL FUEGO,PRECEPTOR/A,Habilitante
1131,TÉCNICO/A SUPERIOR EN ADMINISTRACIÓN,UNIVERSIDAD TECNOLÓGICA NACIONAL/FACULTAD REGIONAL RÍO GRANDE[TIERRA DEL FUEGO/],TIERRA DEL FUEGO,ADMINISTRACIÓN I Y II,Habilitante
1131,TÉCNICO/A SUPERIOR EN ADMINISTRACIÓN,UNIVERSIDAD TECNOLÓGICA NACIONAL/FACULTAD REGIONAL RÍO GRANDE[TIERRA DEL FUEGO/],TIERRA DEL FUEGO,ADMINISTRACIÓN DE EMPRESAS,Habilitante
1131,TÉCNICO/A SUPERIOR EN ADMINISTRACIÓN,UNIVERSIDAD TECNOLÓGICA NACIONAL/FACULTAD REGIONAL RÍO GRANDE[TIERRA DEL FUEGO/],TIERRA DEL FUEGO,ADMINISTRACIÓN PÚBLICA,Habilitante
663,BACHILLER,INSTITUTO BUENOS AIRES,BUENOS AIRES,PRECEPTOR/A,Supletorio
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,PRECEPTOR/A,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,HISTORIA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,HISTORIA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,HISTORIA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,CIENCIAS POLÍTICAS,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,HISTORIA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,SOCIOLOGÍA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,CONSTRUCCIÓN DE LA CIUDADANÍA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,HISTORIA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,FORMACIÓN CÍVICA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,HISTORIA DE LA CULTURA,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,HISTORIA Y GEOGRAFÍA,Habilitante
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,INTROD. AL EST. DE LA CULT. Y LA SOC.,Docente
1132,PROFESOR/A DE ENSEÑANZA MEDIA Y SUPERIOR EN HISTORIA,UNIVERSIDAD NACIONAL DE ROSARIO,SANTA FÉ,TALLER  INVESTIGACIÓN SOCIO-CULTURAL PLANIFICACIÓN Y EJECUCIÓN SOCIAL,Docente
1133,LICENCIADO/A EN FILOSOFÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA,CÓRDOBA,PRECEPTOR/A,Habilitante
1133,LICENCIADO/A EN FILOSOFÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA,CÓRDOBA,FILOSOFÍA,Habilitante
1133,LICENCIADO/A EN FILOSOFÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA,CÓRDOBA,FILOSOFÍA,Habilitante
1133,LICENCIADO/A EN FILOSOFÍA,UNIVERSIDAD NACIONAL DE CÓRDOBA,CÓRDOBA,FILOSOFÍA – PSICOLOGÍA,Habilitante
1134,TÉCNICO/A EN ADMINISTRACIÓN DE EMPRESAS,"ESCUELA DE EDUCACIÓN TECNOLÓGICA \""SIMÓN DE IRIONDO\""",CHACO,PRECEPTOR/A,Supletorio
1135,PROFESOR/A DE NIVEL INICIAL,"ESCUELA NORMAL SUPERIOR NRO 11 \""EL DORADO\""",MISIONES,BIBLIOTECARIO,Supletorio
1135,PROFESOR/A DE NIVEL INICIAL,"ESCUELA NORMAL SUPERIOR NRO 11 \""EL DORADO\""",MISIONES,PRECEPTOR/A,Habilitante
675,BACHILLER CON ORIENTACIÓN EN GESTIÓN Y ADMINISTRACIÓN,"ESCUELA DE EDUCACIÓN MEDIA Nº 6 \""LEOPOLDO MARECHAL\""",BUENOS AIRES,PRECEPTOR/A,Supletorio
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,A.C.T.P. CIENCIAS BIOLÓGICAS,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,PRECEPTOR/A,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,BIOLOGÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,GEOGRAFÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,BIOLOGÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,GEOGRAFÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,BIOLOGÍA,Docente
1126,PROFESOR/A EN GEOGRAFÍA  Y CIENCIAS BIOLÓGICAS,UNIDAD EDUCATIVA PRIVADA N° 56 “CARLOS BELISARIO ENRIQUEZ”,CHACO,GEOGRAFÍA,Docente
