FECHA;HORA;AUTOPISTA;BANDA y/o RAMAL;PK;CONDICIONES METEOROLÓGICAS;SUPERFICIE DE LA VIA;LESIONADOS;FALLECIDOS;TIPO DE SINIESTRO;MOTO;LVIANO;BUS;CAMION
20/4/2024;14;AV. LUGONES;DESCENDENTE;6500;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
20/4/2024;18;AV. LUGONES;DESCENDENTE;5200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
21/4/2024;2;AU PERITO MORENO;ASCENDENTE;5600;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
21/4/2024;17;AU DELLEPIANE;DESCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
22/4/2024;3;AU FRONDIZI;DESCENDENTE;2100;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
22/4/2024;7;AU 25 DE MAYO;ASCENDENTE;100;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
22/4/2024;11;PASEO DEL BAJO;DESCENDENTE;1300;LLUVIOSO;MOJADA/HUMEDA;3;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
22/4/2024;14;AU 25 DE MAYO;ASCENDENTE;6000;BUENO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
23/4/2024;9;AU 25 DE MAYO;ASCENDENTE;2900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
23/4/2024;10;AU FRONDIZI;ASCENDENTE;1300;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
23/4/2024;12;AU 25 DE MAYO;ASCENDENTE;5500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
24/4/2024;10;AU 25 DE MAYO;ASCENDENTE;9100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
24/4/2024;13;AU DELLEPIANE;ASCENDENTE;200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
24/4/2024;17;AV. CANTILO;ASCENDENTE;10400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
24/4/2024;19;AU DELLEPIANE;DESCENDENTE;2900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
25/4/2024;6;AU DELLEPIANE;ASCENDENTE;4300;LLUVIOSO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
25/4/2024;7;AU DELLEPIANE;ASCENDENTE;2600;LLUVIOSO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
25/4/2024;11;AU ILLIA;ASCENDENTE;5000;LLUVIOSO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
26/4/2024;10;AU PERITO MORENO;ASCENDENTE;1500;LLUVIOSO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;1
26/4/2024;15;AU 25 DE MAYO;DESCENDENTE;5700;LLUVIOSO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
26/4/2024;17;AU CAMPORA;DESCENDENTE;3500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
27/4/2024;3;TRANSICION RAMAL 2;RAMAL DE ENLACE;-;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
27/4/2024;5;AV. CANTILO;ASCENDENTE;8000;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;0;1;0;0
27/4/2024;17;AV. CANTILO;ASCENDENTE;8600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
27/4/2024;20;AU DELLEPIANE;ASCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
28/4/2024;5;AU DELLEPIANE;DESCENDENTE;1200;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
29/4/2024;18;AV. CANTILO;ASCENDENTE;7000;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
30/4/2024;10;AV. CANTILO;ASCENDENTE;7800;LLUVIOSO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
30/4/2024;14;AU FRONDIZI;DESCENDENTE;2700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;2;0;0
30/4/2024;17;AU 25 DE MAYO;DESCENDENTE;6600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
1/5/2024;1;AU 25 DE MAYO;ASCENDENTE;3600;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
2/5/2024;8;AU 25 DE MAYO;ASCENDENTE;2500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0
2/5/2024;11;AV. LUGONES;DESCENDENTE;4300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2/5/2024;12;AV. LUGONES;DESCENDENTE;6000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
2/5/2024;12;AV. LUGONES;DESCENDENTE;10400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
2/5/2024;14;PASEO DEL BAJO;ASCENDENTE;1400;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;1
2/5/2024;17;AU FRONDIZI;DESCENDENTE;500;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
2/5/2024;17;AU DELLEPIANE;ASCENDENTE;600;BUENO;SECA;0;0;OTRO;0;0;0;1
2/5/2024;19;AU ILLIA;ASCENDENTE;3000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2/5/2024;19;AU 25 DE MAYO;DESCENDENTE;3300;BUENO;SECA;3;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2/5/2024;20;AU FRONDIZI;DESCENDENTE;3200;BUENO;SECA;3;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
3/5/2024;7;AU FRONDIZI;DESCENDENTE;3200;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
3/5/2024;14;DIST. 9 DE JULIO;RAMAL 4;-;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
3/5/2024;15;AV. CANTILO;ASCENDENTE;8000;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
3/5/2024;20;AU DELLEPIANE;DESCENDENTE;2100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
4/5/2024;5;AU 25 DE MAYO;ASCENDENTE;5400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
4/5/2024;14;AU PERITO MORENO;ASCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
6/5/2024;7;AU 25 DE MAYO;ASCENDENTE;2000;LLUVIOSO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
6/5/2024;8;AU ILLIA;ASCENDENTE;2200;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
7/5/2024;13;AU PERITO MORENO;ASCENDENTE;300;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
6/5/2024;20;AU 25 DE MAYO;DESCENDENTE;5500;LLUVIOSO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;0
7/5/2024;14;AU PERITO MORENO;DESCENDENTE;500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
7/5/2024;15;AU DELLEPIANE;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;1;0;0;0
8/5/2024;8;AU PERITO MORENO;ASCENDENTE;5500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
8/5/2024;19;AU 25 DE MAYO;ASCENDENTE;1200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
8/5/2024;20;AU DELLEPIANE;DESCENDENTE;2500;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
9/5/2024;19;AU DELLEPIANE;DESCENDENTE;2500;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;2;1;0;0
10/5/2024;15;DIST. DELLEPIANE;RAMAL 11;-;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
10/5/2024;16;AU 25 DE MAYO;DESCENDENTE;6000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
10/5/2024;20;AU PERITO MORENO;DESCENDENTE;3300;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;0;1;0;0
11/5/2024;9;AU ILLIA;ASCENDENTE;5000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
11/5/2024;10;AU 25 DE MAYO;DESCENDENTE;600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
11/5/2024;12;AU PERITO MORENO;ASCENDENTE;900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
11/5/2024;13;AU DELLEPIANE;DESCENDENTE;2000;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
11/5/2024;17;AU PERITO MORENO;DESCENDENTE;3800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
12/5/2024;7;AU 25 DE MAYO;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
13/5/2024;10;AU 25 DE MAYO;ASCENDENTE;700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;1
14/5/2024;8;AU PERITO MORENO;ASCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
14/5/2024;15;AU 25 DE MAYO;DESCENDENTE;1000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
15/5/2024;7;AU 25 DE MAYO;DESCENDENTE;0;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
15/5/2024;12;AU 25 DE MAYO;ASCENDENTE;4700;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
15/5/2024;17;AU PERITO MORENO;DESCENDENTE;5400;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
15/5/2024;18;AU FRONDIZI;DESCENDENTE;500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
15/5/2024;19;AU 25 DE MAYO;ASCENDENTE;9000;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;0;0;0
17/5/2024;9;AU PERITO MORENO;DESCENDENTE;5400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
17/5/2024;9;AU PERITO MORENO;ASCENDENTE;3800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
17/5/2024;17;AU FRONDIZI;DESCENDENTE;100;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
18/5/2024;0;AU 25 DE MAYO;DESCENDENTE;2900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
18/5/2024;2;AU ILLIA;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
18/5/2024;11;AV. CANTILO;ASCENDENTE;9000;BUENO;SECA;0;1;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;1
19/5/2024;21;AU 25 DE MAYO;ASCENDENTE;8600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
20/5/2024;11;AU ILLIA;ASCENDENTE;300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
20/5/2024;14;AU ILLIA;ASCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
21/5/2024;17;AV. LUGONES;DESCENDENTE;4200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
21/5/2024;19;AU FRONDIZI;ASCENDENTE;1000;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
21/5/2024;21;AV. CANTILO;ASCENDENTE;9900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
22/5/2024;8;AU PERITO MORENO;ASCENDENTE;5500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
22/5/2024;13;AU PERITO MORENO;DESCENDENTE;5400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
22/5/2024;15;AU 25 DE MAYO;ASCENDENTE;8200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
23/5/2024;9;AU ILLIA;DESCENDENTE;2400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
23/5/2024;17;AU FRONDIZI;DESCENDENTE;3000;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
24/5/2024;13;AU PERITO MORENO;ASCENDENTE;200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
24/5/2024;18;AU 25 DE MAYO;ASCENDENTE;9100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
25/5/2024;3;AU PERITO MORENO;DESCENDENTE;1500;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;0;0;0
25/5/2024;13;AU ILLIA;ASCENDENTE;2300;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;0;0;1
26/5/2024;8;TRANSICION RAMAL 2;RAMAL DE ENLACE;-;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
28/5/2024;7;AU 25 DE MAYO;DESCENDENTE;9000;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;0;0;0;1
28/5/2024;7;AU 25 DE MAYO;ASCENDENTE;600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
28/5/2024;14;PASEO DEL BAJO;DESCENDENTE;700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;1
29/5/2024;9;AU 25 DE MAYO;ASCENDENTE;4600;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
29/5/2024;9;AU PERITO MORENO;ASCENDENTE;5600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
30/5/2024;11;AV. LUGONES;DESCENDENTE;7900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
30/5/2024;15;AV. LUGONES;DESCENDENTE;7300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0
30/5/2024;17;AV. LUGONES;DESCENDENTE;6700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;1;0
31/5/2024;11;AU PERITO MORENO;DESCENDENTE;5400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
31/5/2024;16;AV. CANTILO;ASCENDENTE;8900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0
31/5/2024;17;AU ILLIA;ASCENDENTE;2200;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
3/6/2024;9;AV. LUGONES;DESCENDENTE;10500;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0
3/6/2024;17;AU CAMPORA;DESCENDENTE;1500;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
3/6/2024;19;AU PERITO MORENO;DESCENDENTE;500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
3/6/2024;19;AU DELLEPIANE;DESCENDENTE;4700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
3/6/2024;23;AU FRONDIZI;DESCENDENTE;800;BUENO;SECA;0;0;OBSTACULO NO FIJO;1;0;0;0
4/6/2024;10;AU DELLEPIANE;DESCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
4/6/2024;15;AV. CANTILO;ASCENDENTE;8900;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
4/6/2024;19;AV. LUGONES;DESCENDENTE;10200;BUENO;SECA;1;0;OBSTACULO NO FIJO;2;0;0;0
5/6/2024;0;AU PERITO MORENO;ASCENDENTE;5800;LLUVIOSO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
5/6/2024;16;AU 25 DE MAYO;ASCENDENTE;5500;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
5/6/2024;20;AV. LUGONES;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
6/6/2024;7;AV. LUGONES;DESCENDENTE;5900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
6/6/2024;9;AU FRONDIZI;ASCENDENTE;2000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
6/6/2024;9;AV. LUGONES;DESCENDENTE;6000;<SD>;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
6/6/2024;11;AU DELLEPIANE;ASCENDENTE;3800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;2
6/6/2024;14;AU DELLEPIANE;DESCENDENTE;800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
6/6/2024;17;AV. CANTILO;ASCENDENTE;9800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
6/6/2024;19;AU FRONDIZI;DESCENDENTE;2200;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
7/6/2024;17;PASEO DEL BAJO;DESCENDENTE;2500;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;2
7/6/2024;18;AV. LUGONES;DESCENDENTE;4900;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0
7/6/2024;19;AU DELLEPIANE;ASCENDENTE;3600;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
7/6/2024;21;AV. LUGONES;DESCENDENTE;4300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
8/6/2024;12;AU DELLEPIANE;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
9/6/2024;7;AU 25 DE MAYO;DESCENDENTE;1500;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
10/6/2024;8;AU PERITO MORENO;ASCENDENTE;300;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
11/6/2024;14;AU DELLEPIANE;DESCENDENTE;2300;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
11/6/2024;16;AV. CANTILO;ASCENDENTE;9900;BUENO;SECA;4;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
11/6/2024;16;AV. CANTILO;ASCENDENTE;8200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
12/6/2024;9;AU CAMPORA;DESCENDENTE;1500;NIEBLA, BRUMA O HUMO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
13/6/2024;11;AU 25 DE MAYO;DESCENDENTE;2400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
13/6/2024;15;AU DELLEPIANE;ASCENDENTE;1600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
14/6/2024;9;AU 25 DE MAYO;ASCENDENTE;9200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
14/6/2024;13;AU 25 DE MAYO;ASCENDENTE;500;LLUVIOSO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
14/6/2024;14;AU 25 DE MAYO;DESCENDENTE;2100;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
14/6/2024;15;AU ILLIA;ASCENDENTE;5500;BUENO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;2;0;0;0
14/6/2024;20;AV. LUGONES;DESCENDENTE;4200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
15/6/2024;21;AU DELLEPIANE;ASCENDENTE;2500;BUENO;SECA;0;0;OBSTACULO NO FIJO;0;1;0;0
16/6/2024;10;AU 25 DE MAYO;DESCENDENTE;3200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
17/6/2024;4;AU DELLEPIANE;DESCENDENTE;3700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
17/6/2024;15;AU PERITO MORENO;DESCENDENTE;3300;BUENO;SECA;1;0;COLISION CON OBSTACULO FIJO;1;1;0;0
17/6/2024;22;AU FRONDIZI;DESCENDENTE;2300;BUENO;SECA;1;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
18/6/2024;14;AU DELLEPIANE;ASCENDENTE;2200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
19/6/2024;6;AU DELLEPIANE;DESCENDENTE;4500;BUENO;MOJADA/HUMEDA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
19/6/2024;10;PASEO DEL BAJO;ASCENDENTE;3200;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;0;2
19/6/2024;17;PASEO DEL BAJO;DESCENDENTE;1800;BUENO;SECA;0;1;COLISION CON DOS O MAS VEHICULOS;1;0;0;1
20/6/2024;15;AU 25 DE MAYO;ASCENDENTE;1800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
21/6/2024;7;AU DELLEPIANE;ASCENDENTE;2600;LLUVIOSO;MOJADA/HUMEDA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;1
21/6/2024;18;AU PERITO MORENO;ASCENDENTE;5500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
22/6/2024;0;AV. LUGONES;DESCENDENTE;10300;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
22/6/2024;14;AV. CANTILO;ASCENDENTE;8500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;2
23/6/2024;8;AV. LUGONES;DESCENDENTE;10300;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
24/6/2024;9;AU DELLEPIANE;ASCENDENTE;3000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;0;1;2
24/6/2024;15;AU PERITO MORENO;DESCENDENTE;5400;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
24/6/2024;20;AU 25 DE MAYO;DESCENDENTE;6500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
25/6/2024;18;AU PERITO MORENO;DESCENDENTE;1500;LLUVIOSO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
25/6/2024;21;AU FRONDIZI;DESCENDENTE;2100;LLUVIOSO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
25/6/2024;21;AV. LUGONES;DESCENDENTE;10500;LLUVIOSO;SECA;0;0;SINIESTRO DE UN SOLO VEHICULO / SIN COLISION;1;0;0;0
26/6/2024;9;AU PERITO MORENO;ASCENDENTE;200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
26/6/2024;10;AU FRONDIZI;ASCENDENTE;3200;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;0;0;0
26/6/2024;18;AU 25 DE MAYO;DESCENDENTE;900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
27/6/2024;8;AU PERITO MORENO;ASCENDENTE;5400;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
28/6/2024;7;AU 25 DE MAYO;ASCENDENTE;1900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
28/6/2024;12;AU 25 DE MAYO;DESCENDENTE;2800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
28/6/2024;12;AU 25 DE MAYO;DESCENDENTE;4500;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;2
28/6/2024;13;AU DELLEPIANE;ASCENDENTE;900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
28/6/2024;14;AV. LUGONES;DESCENDENTE;4000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
29/6/2024;16;AU ILLIA;ASCENDENTE;3700;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
30/6/2024;10;AV. LUGONES;DESCENDENTE;6000;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
30/6/2024;19;AU DELLEPIANE;ASCENDENTE;1600;BUENO;SECA;0;0;COLISION CON OBSTACULO FIJO;0;1;0;0
1/7/2024;9;AV. CANTILO;ASCENDENTE;9700;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;3;0;0
2/7/2024;9;AU PERITO MORENO;ASCENDENTE;3600;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2/7/2024;9;AU DELLEPIANE;ASCENDENTE;3900;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;0
2/7/2024;15;AV. CANTILO;ASCENDENTE;9400;BUENO;SECA;1;0;OBSTACULO NO FIJO;1;1;0;0
3/7/2024;9;AV. CANTILO;ASCENDENTE;9800;BUENO;SECA;1;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
3/7/2024;14;AU DELLEPIANE;DESCENDENTE;1800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;1;1;0;0
3/7/2024;15;AU CAMPORA;DESCENDENTE;2500;BUENO;SECA;3;0;COLISION CON DOS O MAS VEHICULOS;0;2;0;1
3/7/2024;15;AU DELLEPIANE;ASCENDENTE;2800;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;4;0;0
3/7/2024;21;AU PERITO MORENO;ASCENDENTE;2000;BUENO;SECA;0;0;COLISION CON DOS O MAS VEHICULOS;0;1;0;0
4/7/2024;0;AV. CANTILO;ASCENDENTE;7700;BUENO;SECA;2;0;COLISION CON DOS O MAS VEHICULOS;2;0;0;0
