,Unnamed: 0,fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
196,196,2020-01-03,Córdoba,Mujer,30.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
197,197,2020-01-03,Buenos Aires,Mujer,41.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
198,198,2020-01-03,Salta,Mujer,57.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
199,199,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,26.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
200,200,2020-01-03,Buenos Aires,Mujer,26.0,Peruana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
201,201,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,29.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
202,202,2020-01-03,Salta,Mujer,27.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
203,203,2020-01-03,Buenos Aires,Mujer,24.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
204,204,2020-01-03,Buenos Aires,Mujer,45.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
205,205,2020-01-03,Buenos Aires,Mujer,35.0,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
206,206,2020-01-03,Buenos Aires,Mujer,27.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
207,207,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,16.0,,No,No,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
208,208,2020-01-03,Santa Fe,Mujer,,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
209,209,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
210,210,2020-01-03,Mendoza,Mujer,23.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
211,211,2020-01-03,Buenos Aires,Mujer,30.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
212,212,2020-01-03,Buenos Aires,Mujer,48.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
213,213,2020-01-03,Buenos Aires,Mujer,45.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
214,214,2020-01-03,Neuquén,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
215,215,2020-01-03,Santa Fe,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
216,216,2020-01-03,Chubut,Mujer,40.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
217,217,2020-01-03,Córdoba,Mujer,23.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
218,218,2020-01-03,Tucumán,Mujer,55.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
219,219,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,Si,Si,Si,No,Si,No,No,No,No,No,Otro,
220,220,2020-01-03,Buenos Aires,Mujer,38.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
221,221,2020-01-03,Jujuy,Mujer,33.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Mujer
222,222,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,
223,223,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,18.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
224,224,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,52.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
225,225,2020-01-03,Buenos Aires,Mujer,41.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
226,226,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,23.0,,No,No,Si,No,Si,No,No,No,No,No,No,No,Otro,
227,227,2020-01-03,Tucumán,Mujer,38.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
228,228,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
229,229,2020-01-03,Santa Fe,Mujer,18.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
230,230,2020-01-03,Ciudad Autónoma de Buenos Aires,Mujer,42.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
231,231,2020-01-03,San Juan,Mujer,31.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
232,232,2020-01-03,San Luis,Mujer,30.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
233,233,2020-01-03,Córdoba,Mujer,32.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
234,234,2020-01-03,Mendoza,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
235,235,2020-01-03,Córdoba,Mujer,21.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
236,236,2020-01-03,Buenos Aires,Mujer,37.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
237,237,2020-01-03,Mendoza,Mujer,39.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
238,238,2020-01-03,Buenos Aires,Mujer,29.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
239,239,2020-01-03,San Juan,Mujer,60.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
240,240,2020-01-03,Buenos Aires,Mujer,36.0,Argentina,Si,No,No,No,Si,Si,Si,No,No,No,No,No,Pareja,Varon
241,241,2020-01-03,Buenos Aires,Mujer,27.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
242,242,2020-01-03,Buenos Aires,Mujer,24.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
243,243,2020-01-03,Buenos Aires,Mujer,57.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
244,244,2020-01-03,Buenos Aires,Mujer,44.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
245,245,2020-01-03,Buenos Aires,Mujer,27.0,Peruana,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
246,246,2020-01-03,Buenos Aires,Mujer,32.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
247,247,2020-01-03,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
248,248,2020-01-03,Buenos Aires,Mujer,62.0,,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
249,249,2020-01-03,Buenos Aires,Mujer,19.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
250,250,2020-01-03,Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
251,251,2020-01-03,Buenos Aires,Mujer,45.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
252,252,2020-01-03,Buenos Aires,Mujer,46.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
253,253,2020-01-03,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
254,254,2020-01-03,Buenos Aires,Mujer,43.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
255,255,2020-01-03,Buenos Aires,Mujer,39.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
256,256,2020-01-03,Buenos Aires,Mujer,41.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
257,257,2020-01-03,Buenos Aires,Mujer,15.0,,Si,Si,No,No,Si,No,No,No,No,No,No,No,Padre o tutor,Varon
258,258,2020-01-03,Buenos Aires,Mujer,21.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
259,259,2020-01-03,Buenos Aires,Mujer,35.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
260,260,2020-01-03,Buenos Aires,Mujer,42.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
261,261,2020-01-03,Buenos Aires,Mujer,,,Si,Si,No,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
262,262,2020-01-03,Buenos Aires,Mujer,43.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
263,263,2020-01-03,Buenos Aires,Mujer,27.0,,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
264,264,2020-01-03,Buenos Aires,Mujer,20.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
265,265,2020-01-03,Buenos Aires,Mujer,25.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
266,266,2020-01-03,Buenos Aires,Mujer,36.0,Argentina,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,Pareja,Varon
267,267,2020-01-03,Buenos Aires,Mujer,31.0,Venezolana,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
268,268,2020-01-03,Buenos Aires,Mujer,19.0,Argentina,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
269,269,2020-01-03,Buenos Aires,Mujer,41.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
270,270,2020-01-03,Buenos Aires,Mujer,35.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
271,271,2020-01-03,Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
272,272,2020-01-03,Buenos Aires,Mujer,33.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
273,273,2020-01-03,Buenos Aires,Mujer,33.0,,No,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
274,274,2020-01-03,Buenos Aires,Mujer,30.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
275,275,2020-01-03,Buenos Aires,Mujer,49.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
276,276,2020-01-03,Buenos Aires,Mujer,29.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
277,277,2020-01-03,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
278,278,2020-01-03,Buenos Aires,Mujer,42.0,,No,Si,No,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
279,279,2020-01-03,Buenos Aires,Mujer,23.0,,No,No,No,Si,No,No,No,No,No,No,No,No,Ex pareja,Varon
280,280,2020-01-03,Buenos Aires,Mujer,34.0,,Si,Si,Si,Si,Si,Si,Si,No,No,No,No,No,Superior jerarquico,Varon
281,281,2020-01-03,Buenos Aires,Mujer,15.0,Argentina,No,Si,Si,No,Si,No,No,No,No,No,No,No,Otro,Varon
282,282,2020-01-03,Buenos Aires,Mujer,,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
283,283,2020-01-03,Buenos Aires,Mujer,62.0,,No,Si,No,Si,Si,No,No,No,No,No,No,No,Ex pareja,Varon
284,284,2020-01-03,Buenos Aires,Mujer,29.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
285,285,2020-01-04,Buenos Aires,Mujer,35.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
286,286,2020-01-04,Mendoza,Mujer,32.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
287,287,2020-01-04,Buenos Aires,Mujer,46.0,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
288,288,2020-01-04,Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
289,289,2020-01-04,Mendoza,Mujer,24.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
290,290,2020-01-04,Buenos Aires,Mujer,50.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
291,291,2020-01-04,Buenos Aires,Mujer,23.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
292,292,2020-01-04,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
293,293,2020-01-04,Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
294,294,2020-01-04,Entre Ríos,Mujer,34.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
295,295,2020-01-04,Jujuy,Mujer,21.0,Argentina,Si,No,No,No,No,No,No,No,No,No,No,No,Otro,Varon
296,296,2020-01-04,Ciudad Autónoma de Buenos Aires,Mujer,40.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
297,297,2020-01-04,Ciudad Autónoma de Buenos Aires,Mujer,27.0,Colombiana,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
298,298,2020-01-04,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
299,299,2020-01-04,Buenos Aires,Mujer,34.0,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
300,300,2020-01-04,Entre Ríos,Mujer,39.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
301,301,2020-01-04,Tucumán,Mujer,28.0,Argentina,Si,No,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
302,302,2020-01-04,Mendoza,Mujer,50.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
303,303,2020-01-04,Tucumán,Mujer,37.0,Argentina,No,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,
304,304,2020-01-04,Chaco,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
305,305,2020-01-04,Santa Fe,Mujer,31.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
306,306,2020-01-04,Buenos Aires,Mujer,16.0,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
307,307,2020-01-04,Buenos Aires,Mujer,59.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
308,308,2020-01-04,Mendoza,Mujer,44.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
309,309,2020-01-04,Santa Fe,Mujer,32.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
310,310,2020-01-04,Buenos Aires,Mujer,35.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,
311,311,2020-01-04,Córdoba,Mujer,43.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,
312,312,2020-01-04,La Pampa,Mujer,25.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
313,313,2020-01-04,Ciudad Autónoma de Buenos Aires,Mujer,35.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
314,314,2020-01-04,Buenos Aires,Mujer,38.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
315,315,2020-01-04,Buenos Aires,Mujer,38.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
316,316,2020-01-04,Córdoba,Mujer,20.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
317,317,2020-01-04,Ciudad Autónoma de Buenos Aires,Mujer,70.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,
318,318,2020-01-04,Chaco,Mujer,40.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
319,319,2020-01-04,Córdoba,Mujer,42.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
320,320,2020-01-04,Córdoba,Mujer,50.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
321,321,2020-01-04,Jujuy,Mujer,21.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
322,322,2020-01-04,Buenos Aires,Mujer,44.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
323,323,2020-01-04,Córdoba,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
324,324,2020-01-04,Córdoba,Mujer,39.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Superior jerarquico,Varon
325,325,2020-01-04,Buenos Aires,Mujer,33.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
326,326,2020-01-04,Buenos Aires,Mujer,30.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
327,327,2020-01-04,Buenos Aires,Mujer,28.0,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
328,328,2020-01-04,Buenos Aires,Mujer,39.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
329,329,2020-01-04,Santa Fe,Mujer,13.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
330,330,2020-01-04,Buenos Aires,Mujer,32.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
331,331,2020-01-04,Buenos Aires,Mujer,21.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
332,332,2020-01-04,Ciudad Autónoma de Buenos Aires,Mujer,32.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
333,333,2020-01-04,Buenos Aires,Mujer,34.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
334,334,2020-01-04,Mendoza,Mujer,40.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
335,335,2020-01-04,Santa Fe,Mujer,46.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
336,336,2020-01-04,Santa Fe,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
337,337,2020-01-04,Neuquén,Mujer,20.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
338,338,2020-01-04,Buenos Aires,Mujer,33.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
339,339,2020-01-04,Buenos Aires,Mujer,61.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro,Varon
340,340,2020-01-04,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
341,341,2020-01-04,Buenos Aires,Mujer,38.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
342,342,2020-01-04,Buenos Aires,Mujer,24.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
343,343,2020-01-04,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
344,344,2020-01-04,Buenos Aires,Mujer,17.0,,Si,Si,No,No,Si,No,No,No,No,No,No,No,Padre o tutor,Varon
345,345,2020-01-04,Buenos Aires,Mujer,40.0,Argentina,Si,Si,Si,No,Si,Si,No,No,Si,No,No,No,Ex pareja,Varon
346,346,2020-01-04,Buenos Aires,Mujer,21.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
347,347,2020-01-04,Buenos Aires,Mujer,19.0,Paraguaya,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Padre o tutor,Varon
348,348,2020-01-04,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
349,349,2020-01-04,Buenos Aires,Mujer,69.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
350,350,2020-01-04,Buenos Aires,Mujer,,Boliviana,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
351,351,2020-01-04,Buenos Aires,Mujer,31.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
352,352,2020-01-04,Buenos Aires,Mujer,64.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
353,353,2020-01-04,Buenos Aires,Mujer,21.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
354,354,2020-01-04,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
355,355,2020-01-04,Buenos Aires,Mujer,36.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
356,356,2020-01-04,Buenos Aires,Mujer,23.0,,No,No,Si,No,Si,No,No,Si,No,No,No,No,Otro,Varon
357,357,2020-01-04,Buenos Aires,Mujer,31.0,,Si,No,No,No,No,No,Si,No,No,No,No,No,Otro,Otro
358,358,2020-01-04,Buenos Aires,Mujer,47.0,Peruana,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
359,359,2020-01-04,Buenos Aires,Mujer,18.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
360,360,2020-01-04,Buenos Aires,Mujer,40.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
361,361,2020-01-04,Buenos Aires,Mujer,,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
362,362,2020-01-04,Buenos Aires,Mujer,68.0,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
363,363,2020-01-04,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
364,364,2020-01-04,Buenos Aires,Mujer,69.0,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
365,365,2020-01-04,Buenos Aires,Mujer,59.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
366,366,2020-01-04,Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro,Otro
367,367,2020-01-04,Buenos Aires,Mujer,21.0,Argentina,Si,Si,Si,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
368,368,2020-01-04,Buenos Aires,Mujer,,,No,Si,No,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
369,369,2020-01-04,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
370,370,2020-01-04,Buenos Aires,Mujer,22.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
371,371,2020-01-04,Buenos Aires,Mujer,29.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
372,372,2020-01-04,Buenos Aires,Mujer,63.0,,No,Si,No,No,Si,No,No,No,No,No,No,No,Pareja,Varon
373,373,2020-01-04,Buenos Aires,Mujer,22.0,,Si,No,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
374,374,2020-01-04,Buenos Aires,Mujer,32.0,,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
375,375,2020-01-04,Buenos Aires,Mujer,35.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
376,376,2020-01-04,Buenos Aires,Mujer,39.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
377,377,2020-01-04,Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
378,378,2020-01-04,Buenos Aires,Mujer,33.0,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
379,379,2020-01-04,Buenos Aires,Mujer,24.0,,Si,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
380,380,2020-01-04,Buenos Aires,Mujer,,,No,No,No,No,No,No,No,No,No,No,No,No,Pareja,Varon
381,381,2020-01-04,Buenos Aires,Mujer,62.0,Argentina,Si,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
382,382,2020-01-05,Buenos Aires,Mujer,31.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
383,383,2020-01-05,Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,No,No,Si,Si,No,No,No,No,No,Pareja,Varon
384,384,2020-01-05,Santa Fe,Mujer,25.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
385,385,2020-01-05,Buenos Aires,Mujer,41.0,Paraguaya,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
386,386,2020-01-05,Tucumán,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
387,387,2020-01-05,Mendoza,Mujer,33.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
388,388,2020-01-05,Jujuy,Mujer,31.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
389,389,2020-01-05,Chaco,Mujer,25.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
390,390,2020-01-05,Ciudad Autónoma de Buenos Aires,Mujer,38.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
391,391,2020-01-05,Tucumán,Mujer,24.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
392,392,2020-01-05,Buenos Aires,Mujer,28.0,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
393,393,2020-01-05,Ciudad Autónoma de Buenos Aires,Mujer,41.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
