,Unnamed: 0,fecha,prov_residencia_persona_en_situacion_violencia,genero_persona_en_situacion_de_violencia,edad_persona_en_situacion_de_violencia,pais_nacimiento_persona_en_situacion_de_violencia,tipo_de_violencia_fisica,tipo_de_violencia_psicologica,tipo_de_violencia_sexual,tipo_de_violencia_economica_y_patrimonial,tipo_de_violencia_simbolica,tipo_de_violencia_domestica,modalidad_de_violencia_institucional,modalidad_de_violencia_laboral,modalidad_violencia_contra_libertad_reproductiva,modalidad_de_violencia_obstetrica,modalidad_de_violencia_mediatica,modalidad_de_violencia_otras,vinculo_con_la_persona_agresora,genero_de_la_persona_agresora
20230,20230,2020-08-26,Santa Fe,Mujer,52.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20231,20231,2020-08-26,Buenos Aires,Mujer,22.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20232,20232,2020-08-26,Córdoba,Mujer,42.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20233,20233,2020-08-26,Formosa,Mujer,31.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Padre o tutor,Varon
20234,20234,2020-08-26,Santa Fe,Mujer,35.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20235,20235,2020-08-26,Buenos Aires,Mujer,23.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20236,20236,2020-08-26,Buenos Aires,Mujer,34.0,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20237,20237,2020-08-26,Buenos Aires,Mujer,28.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20238,20238,2020-08-26,Buenos Aires,Mujer,37.0,Argentina,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20239,20239,2020-08-26,Buenos Aires,Mujer,35.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20240,20240,2020-08-26,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20241,20241,2020-08-26,Buenos Aires,Mujer,32.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20242,20242,2020-08-26,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
20243,20243,2020-08-26,Buenos Aires,Mujer,39.0,Argentina,No,No,Si,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
20244,20244,2020-08-26,Buenos Aires,Mujer,42.0,Venezolana,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20245,20245,2020-08-26,Buenos Aires,Mujer,34.0,Paraguaya,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20246,20246,2020-08-27,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20247,20247,2020-08-27,Buenos Aires,Mujer,40.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20248,20248,2020-08-27,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20249,20249,2020-08-27,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro,Varon
20250,20250,2020-08-27,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro,Varon
20251,20251,2020-08-27,Ciudad Autónoma de Buenos Aires,Mujer,21.0,Argentina,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Otro,Varon
20252,20252,2020-08-27,Ciudad Autónoma de Buenos Aires,Mujer,27.0,Argentina,No,No,Si,No,Si,Si,No,No,No,No,No,No,Otro,
20253,20253,2020-08-27,,,18.0,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,,
20254,20254,2020-08-27,Ciudad Autónoma de Buenos Aires,Mujer,40.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20255,20255,2020-08-27,Ciudad Autónoma de Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20256,20256,2020-08-27,,,,,No,Si,No,No,No,Si,No,No,No,No,No,No,,
20257,20257,2020-08-27,Buenos Aires,Mujer,43.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20258,20258,2020-08-27,Buenos Aires,Mujer,32.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20259,20259,2020-08-27,Santa Fe,Mujer,24.0,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20260,20260,2020-08-27,Santa Fe,Mujer,39.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20261,20261,2020-08-27,Misiones,Mujer,36.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20262,20262,2020-08-27,Buenos Aires,Mujer,23.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20263,20263,2020-08-27,Misiones,Mujer,35.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20264,20264,2020-08-27,Buenos Aires,Mujer,43.0,Paraguaya,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,
20265,20265,2020-08-27,Buenos Aires,Mujer,29.0,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Otro,Varon
20266,20266,2020-08-27,Buenos Aires,Mujer,24.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20267,20267,2020-08-27,Santa Fe,Mujer,23.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,
20268,20268,2020-08-27,Santa Fe,Mujer,39.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20269,20269,2020-08-27,Buenos Aires,Mujer,,,Si,No,No,No,No,No,No,No,No,No,No,No,Otro,
20270,20270,2020-08-27,Buenos Aires,Mujer,49.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20271,20271,2020-08-27,Santa Fe,Mujer,51.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20272,20272,2020-08-27,Córdoba,Mujer,41.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20273,20273,2020-08-27,Entre Ríos,Mujer,31.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20274,20274,2020-08-27,Buenos Aires,Mujer,43.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20275,20275,2020-08-27,Buenos Aires,Mujer,26.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20276,20276,2020-08-27,Santa Fe,Mujer,24.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20277,20277,2020-08-27,Buenos Aires,Mujer,,,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20278,20278,2020-08-27,Buenos Aires,Mujer,26.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20279,20279,2020-08-27,Buenos Aires,Mujer,40.0,Argentina,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20280,20280,2020-08-27,Buenos Aires,Mujer,24.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20281,20281,2020-08-27,Río Negro,Mujer,27.0,Argentina,Si,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
20282,20282,2020-08-27,Tucumán,Mujer,28.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20283,20283,2020-08-27,Buenos Aires,Mujer,45.0,Peruana,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20284,20284,2020-08-27,Santa Fe,Mujer,38.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20285,20285,2020-08-27,Buenos Aires,Mujer,23.0,Argentina,No,Si,No,No,Si,No,No,No,No,No,No,No,Ex pareja,Varon
20286,20286,2020-08-27,Buenos Aires,Mujer,18.0,Argentina,No,Si,No,No,No,No,No,No,No,No,No,No,Ex pareja,Varon
20287,20287,2020-08-27,Buenos Aires,Mujer,26.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20288,20288,2020-08-27,Buenos Aires,Mujer,49.0,Argentina,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
20289,20289,2020-08-27,Buenos Aires,Mujer,24.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
20290,20290,2020-08-27,Buenos Aires,Mujer,40.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
20291,20291,2020-08-27,Buenos Aires,Mujer,24.0,,No,No,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
20292,20292,2020-08-27,Buenos Aires,Mujer,39.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20293,20293,2020-08-27,Buenos Aires,Mujer,55.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
20294,20294,2020-08-27,Buenos Aires,Mujer,46.0,Argentina,No,Si,Si,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
20295,20295,2020-08-27,Buenos Aires,Mujer,35.0,Paraguaya,No,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
20296,20296,2020-08-27,Buenos Aires,Mujer,70.0,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
20297,20297,2020-08-27,Buenos Aires,Mujer,39.0,,Si,Si,No,Si,Si,Si,Si,No,No,No,No,No,Pareja,Varon
20298,20298,2020-08-27,Buenos Aires,Mujer,26.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20299,20299,2020-08-28,,,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,,
20300,20300,2020-08-28,Ciudad Autónoma de Buenos Aires,,,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20301,20301,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,30.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20302,20302,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,24.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
20303,20303,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,28.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
20304,20304,2020-08-28,Buenos Aires,Mujer,40.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20305,20305,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,47.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20306,20306,2020-08-28,Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20307,20307,2020-08-28,Buenos Aires,Mujer,46.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20308,20308,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20309,20309,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,72.0,,No,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20310,20310,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,72.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20311,20311,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,22.0,Argentina,No,No,Si,No,No,No,No,Si,No,No,No,No,Otro,Varon
20312,20312,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,49.0,Argentina,No,No,Si,No,No,Si,No,No,No,No,No,No,Otro,Varon
20313,20313,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,35.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20314,20314,2020-08-28,Ciudad Autónoma de Buenos Aires,,,Paraguaya,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
20315,20315,2020-08-28,,,,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,,Varon
20316,20316,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,
20317,20317,2020-08-28,Buenos Aires,Mujer,24.0,Argentina,Si,Si,Si,No,No,Si,Si,No,No,No,No,No,Pareja,Varon
20318,20318,2020-08-28,Córdoba,Mujer,27.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,
20319,20319,2020-08-28,Buenos Aires,Mujer,37.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20320,20320,2020-08-28,Tucumán,Mujer,25.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20321,20321,2020-08-28,Santa Fe,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20322,20322,2020-08-28,Buenos Aires,Mujer,41.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20323,20323,2020-08-28,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20324,20324,2020-08-28,Buenos Aires,Mujer,36.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20325,20325,2020-08-28,Buenos Aires,Mujer,19.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20326,20326,2020-08-28,Mendoza,Mujer,25.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20327,20327,2020-08-28,Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20328,20328,2020-08-28,Buenos Aires,Mujer,18.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20329,20329,2020-08-28,Salta,Mujer,22.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20330,20330,2020-08-28,Santa Fe,Mujer,21.0,,No,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20331,20331,2020-08-28,Entre Ríos,Mujer,27.0,,No,Si,Si,No,Si,No,No,Si,No,No,No,No,Superior jerarquico,Varon
20332,20332,2020-08-28,San Luis,Mujer,31.0,Argentina,No,Si,No,No,No,No,No,Si,No,No,No,No,Otro,Varon
20333,20333,2020-08-28,Salta,Mujer,41.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20334,20334,2020-08-28,Buenos Aires,Mujer,74.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20335,20335,2020-08-28,Córdoba,Mujer,36.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20336,20336,2020-08-28,Buenos Aires,Mujer,35.0,Argentina,Si,Si,No,No,Si,No,No,No,No,No,No,No,Otro,Varon
20337,20337,2020-08-28,Buenos Aires,Mujer,35.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20338,20338,2020-08-28,Mendoza,Mujer,19.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20339,20339,2020-08-28,Buenos Aires,Mujer,30.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20340,20340,2020-08-28,Chaco,Mujer,26.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20341,20341,2020-08-28,Buenos Aires,Mujer,64.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20342,20342,2020-08-28,Buenos Aires,Mujer,23.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20343,20343,2020-08-28,Tucumán,Mujer,19.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20344,20344,2020-08-28,Buenos Aires,Mujer,40.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20345,20345,2020-08-28,Buenos Aires,Mujer,25.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20346,20346,2020-08-28,Buenos Aires,Mujer,,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20347,20347,2020-08-28,Buenos Aires,Mujer,29.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20348,20348,2020-08-28,Buenos Aires,Mujer,34.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20349,20349,2020-08-28,Buenos Aires,Mujer,41.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
20350,20350,2020-08-28,Buenos Aires,Mujer,65.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20351,20351,2020-08-28,Buenos Aires,Mujer,35.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20352,20352,2020-08-28,Buenos Aires,Mujer,38.0,Argentina,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20353,20353,2020-08-28,Buenos Aires,Mujer,59.0,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Otro familiar,Mujer
20354,20354,2020-08-28,Buenos Aires,Mujer,25.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20355,20355,2020-08-28,Buenos Aires,Mujer,20.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
20356,20356,2020-08-28,Buenos Aires,Mujer,,,No,Si,No,No,Si,No,No,No,No,No,No,No,Otro familiar,Mujer
20357,20357,2020-08-28,Buenos Aires,Mujer,18.0,,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20358,20358,2020-08-28,Buenos Aires,Mujer,42.0,Paraguaya,Si,Si,No,Si,Si,No,No,No,No,No,No,No,Ex pareja,Varon
20359,20359,2020-08-28,Buenos Aires,Mujer,33.0,Argentina,No,Si,Si,No,Si,No,Si,No,No,No,No,No,Ex pareja,Varon
20360,20360,2020-08-28,Buenos Aires,Mujer,45.0,,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20361,20361,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,
20362,20362,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,68.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20363,20363,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,38.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
20364,20364,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,,No,Si,No,No,No,Si,No,No,No,No,No,No,,Varon
20365,20365,2020-08-29,,,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro,
20366,20366,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,33.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20367,20367,2020-08-29,Buenos Aires,Mujer,27.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20368,20368,2020-08-29,Buenos Aires,Mujer,,,No,Si,No,Si,No,Si,No,No,No,No,No,No,,Varon
20369,20369,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,23.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20370,20370,2020-08-29,Buenos Aires,Mujer,57.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Otro familiar,Varon
20371,20371,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,65.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20372,20372,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,20.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Otro,Varon
20373,20373,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,Boliviana,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20374,20374,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20375,20375,2020-08-29,Buenos Aires,Mujer,24.0,Argentina,Si,Si,No,No,Si,Si,No,No,No,No,No,No,Pareja,Varon
20376,20376,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,45.0,Argentina,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro,Varon
20377,20377,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,21.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20378,20378,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,30.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20379,20379,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20380,20380,2020-08-29,Buenos Aires,Mujer,83.0,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20381,20381,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,67.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Otro,Varon
20382,20382,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,51.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20383,20383,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,No,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
20384,20384,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,43.0,Argentina,No,Si,No,No,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20385,20385,2020-08-29,Misiones,Mujer,85.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Otro familiar,Varon
20386,20386,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20387,20387,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Ex pareja,
20388,20388,2020-08-29,Buenos Aires,Mujer,19.0,,Si,No,No,No,No,Si,No,No,No,No,No,No,,
20389,20389,2020-08-29,,Mujer,63.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Otro familiar,Varon
20390,20390,2020-08-29,Ciudad Autónoma de Buenos Aires,Mujer,,,Si,No,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20391,20391,2020-08-29,Buenos Aires,Mujer,36.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20392,20392,2020-08-29,Buenos Aires,Mujer,38.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20393,20393,2020-08-29,Corrientes,Mujer,27.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20394,20394,2020-08-29,Buenos Aires,Mujer,,,Si,Si,Si,No,Si,Si,No,No,No,No,No,No,Ex pareja,
20395,20395,2020-08-29,Neuquén,Mujer,55.0,,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20396,20396,2020-08-29,Mendoza,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
20397,20397,2020-08-29,Santiago del Estero,Mujer,47.0,Argentina,Si,Si,Si,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20398,20398,2020-08-29,Jujuy,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,
20399,20399,2020-08-29,Buenos Aires,Mujer,42.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20400,20400,2020-08-29,Córdoba,Mujer,,,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20401,20401,2020-08-29,Buenos Aires,Mujer,48.0,,No,Si,Si,No,No,No,No,No,No,No,No,No,Otro,Varon
20402,20402,2020-08-29,Santa Fe,Mujer,46.0,Argentina,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20403,20403,2020-08-29,Tucumán,Mujer,27.0,,No,Si,No,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20404,20404,2020-08-29,Buenos Aires,Mujer,39.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20405,20405,2020-08-29,Buenos Aires,Mujer,58.0,,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20406,20406,2020-08-29,Jujuy,Mujer,43.0,Boliviana,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20407,20407,2020-08-29,Neuquén,Mujer,27.0,Argentina,Si,Si,No,Si,Si,Si,No,No,No,No,No,No,Pareja,Varon
20408,20408,2020-08-29,Buenos Aires,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20409,20409,2020-08-29,Buenos Aires,Mujer,45.0,Argentina,No,Si,No,Si,No,Si,No,No,No,No,No,No,Pareja,Varon
20410,20410,2020-08-29,Tucumán,Mujer,47.0,Argentina,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,Ex pareja,Varon
20411,20411,2020-08-29,Buenos Aires,Mujer,40.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20412,20412,2020-08-29,Tucumán,Mujer,29.0,Argentina,Si,Si,No,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20413,20413,2020-08-29,Buenos Aires,Mujer,54.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20414,20414,2020-08-29,Córdoba,Mujer,21.0,,Si,Si,Si,Si,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20415,20415,2020-08-29,Santa Fe,Mujer,20.0,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20416,20416,2020-08-29,Jujuy,Mujer,,,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20417,20417,2020-08-29,Mendoza,Mujer,38.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
20418,20418,2020-08-29,Buenos Aires,Mujer,41.0,Argentina,No,Si,No,No,No,Si,No,No,No,No,No,No,Ex pareja,Varon
20419,20419,2020-08-29,Buenos Aires,Mujer,26.0,Argentina,Si,Si,No,No,No,Si,No,No,No,No,No,No,Pareja,Varon
