Temperatura_[°C],Humedad_relativa_[%],Precipitación_[mm],Velocidad_viento_[km/h],Riesgo
8.023,47.0,0.0,11.367109,Moderado
8.373,42.0,0.0,11.879999,Moderado
8.373,43.0,0.0,12.620554,Moderado
8.223,47.0,0.0,11.901798,Moderado
7.373,54.0,0.1,10.823973,Moderado
6.573,59.0,0.0,7.928178,Moderado
4.6730003,71.0,0.0,3.9763298,Bajo
2.923,79.0,0.0,3.5455887,Bajo
1.823,83.0,0.0,3.096837,Bajo
1.023,87.0,0.0,2.5455842,Bajo
0.023000002,92.0,0.0,2.0991426,Bajo
-0.92700005,96.0,0.0,2.1897945,Bajo
-1.527,99.0,0.0,2.0991426,Bajo
-2.027,100.0,0.0,2.7416782,Bajo
-2.077,100.0,0.0,2.6208394,Bajo
-2.677,100.0,0.0,2.1897945,Bajo
-3.277,100.0,0.0,2.3051248,Bajo
-3.727,100.0,0.0,2.3051248,Bajo
-4.377,100.0,0.0,1.609969,Bajo
-4.127,100.0,0.0,1.1384199,Bajo
-2.727,99.0,0.0,1.1384199,Bajo
0.873,84.0,0.0,1.609969,Bajo
4.273,74.0,0.0,1.835647,Bajo
6.4230003,63.0,0.0,3.96,Bajo
7.323,56.0,0.0,6.130579,Bajo
8.073,46.0,0.0,4.32,Bajo
8.273,45.0,0.0,6.151683,Moderado
8.373,43.0,0.0,7.7879906,Moderado
7.9729996,44.0,0.0,10.182337,Moderado
6.823,52.0,0.0,10.195057,Moderado
4.523,64.0,0.0,6.1305785,Bajo
2.523,77.0,0.0,5.5887027,Bajo
1.373,82.0,0.0,5.4477882,Bajo
0.623,85.0,0.0,5.0911684,Bajo
0.073,87.0,0.0,5.0911684,Bajo
-0.477,89.0,0.0,5.0528407,Bajo
-0.877,90.0,0.0,5.4477882,Bajo
-1.177,91.0,0.0,6.130579,Bajo
-1.127,90.0,0.0,6.8399997,Bajo
-1.127,90.0,0.0,7.5599995,Bajo
-1.227,90.0,0.0,8.287822,Bajo
-1.177,89.0,0.0,9.028754,Bajo
-1.077,88.0,0.0,9.422101,Bajo
0.673,81.0,0.0,10.739833,Bajo
2.523,76.0,0.0,14.05845,Moderado
5.323,67.0,0.0,19.469976,Moderado
6.873,60.0,0.0,21.96295,Alto
7.4230003,61.0,0.0,24.162945,Alto
7.6730003,60.0,0.0,28.623962,Alto
8.873,58.0,0.0,25.60053,Alto
9.023,57.0,0.0,26.299719,Alto
9.623,54.0,0.0,25.0064,Alto
9.023,56.0,0.0,25.501621,Alto
7.7229996,60.0,0.0,24.014996,Alto
6.373,65.0,0.0,21.897945,Moderado
5.873,64.0,0.0,22.81957,Alto
5.2229996,66.0,0.0,21.9718,Moderado
4.573,72.0,0.0,21.647945,Moderado
4.273,77.0,0.0,22.461807,Moderado
4.373,77.0,0.0,21.791153,Moderado
4.4230003,76.0,0.0,21.38897,Moderado
4.273,77.0,0.0,23.051247,Moderado
4.023,79.0,0.0,21.26744,Moderado
3.823,81.0,0.0,19.493261,Moderado
3.573,83.0,0.0,17.462784,Moderado
2.973,87.0,0.0,14.618837,Moderado
2.423,90.0,0.0,13.1041975,Bajo
3.723,84.0,0.0,13.979871,Moderado
6.123,73.0,0.0,16.09969,Moderado
8.623,59.0,0.0,20.380579,Moderado
9.773,47.0,0.0,23.18579,Alto
10.172999,44.0,0.0,24.675106,Alto
10.323,44.0,0.0,25.809765,Alto
10.922999,43.0,0.0,28.551426,Alto
10.623,45.0,0.0,29.035288,Alto
10.172999,45.0,0.0,27.438046,Alto
9.523,49.0,0.0,25.516865,Alto
8.573,58.0,0.0,25.455843,Alto
7.573,66.0,0.0,22.3229,Moderado
6.623,75.0,0.0,21.349546,Moderado
6.023,82.0,0.0,21.077686,Moderado
5.7229996,87.0,0.0,17.935081,Moderado
5.4729996,88.0,0.0,15.281989,Moderado
5.073,91.0,0.0,13.32,Bajo
5.273,93.0,0.0,13.905509,Moderado
5.7229996,93.0,0.0,17.114204,Moderado
6.7229996,88.0,0.0,19.483284,Moderado
6.9230003,87.0,0.0,19.9954,Moderado
6.823,87.0,0.0,17.902534,Moderado
6.623,91.0,0.0,17.447933,Moderado
6.623,92.0,0.0,16.267857,Moderado
7.323,88.0,0.0,16.42247,Moderado
8.973,79.0,0.0,20.46941,Moderado
10.422999,70.0,0.0,25.153671,Alto
11.873,63.0,0.0,24.850431,Alto
12.623,59.0,0.0,24.490587,Alto
13.023,57.0,0.0,24.609364,Alto
13.672999,53.0,0.0,21.38897,Alto
13.672999,53.0,0.0,20.418695,Alto
13.373,54.0,0.0,18.161278,Moderado
12.623,56.0,0.0,15.379206,Moderado
11.373,62.0,0.0,10.636766,Moderado
8.922999,74.0,0.0,5.0528407,Bajo
7.1730003,83.0,0.0,5.0911684,Bajo
5.9230003,88.0,0.0,4.802999,Bajo
5.073,90.0,0.0,3.96,Bajo
4.323,91.0,0.0,3.4152596,Bajo
3.573,94.0,0.0,3.219938,Bajo
2.873,97.0,0.0,2.7416782,Bajo
1.973,100.0,0.0,3.5455887,Bajo
2.073,99.0,0.0,3.8939953,Bajo
1.773,100.0,0.0,3.096837,Bajo
1.923,100.0,0.0,2.7416782,Bajo
1.873,100.0,0.0,3.0758414,Bajo
1.473,100.0,0.0,3.219938,Bajo
2.623,100.0,0.0,1.8,Bajo
4.573,93.0,0.0,1.0182338,Bajo
7.773,79.0,0.0,0.35999998,Bajo
10.573,68.0,0.0,0.8049845,Bajo
12.373,58.0,0.0,0.8049845,Bajo
13.422999,54.0,0.0,0.35999998,Bajo
13.922999,53.0,0.0,2.9024127,Bajo
14.172999,52.0,0.0,2.1897945,Bajo
14.172999,53.0,0.0,3.219938,Bajo
13.823,53.0,0.0,5.154415,Bajo
12.573,62.0,0.0,6.1305785,Bajo
10.922999,70.0,0.0,8.39657,Bajo
9.773,81.0,0.0,7.491114,Bajo
8.873,86.0,0.0,4.8433046,Bajo
7.9729996,90.0,0.0,3.8773184,Bajo
7.273,93.0,0.0,3.9763298,Bajo
6.4729996,96.0,0.0,3.319036,Bajo
5.773,98.0,0.0,2.4149535,Bajo
5.073,98.0,0.0,2.52,Bajo
4.623,100.0,0.0,1.609969,Bajo
4.223,100.0,0.0,1.484318,Bajo
3.773,99.0,0.0,2.3051248,Bajo
2.873,100.0,0.0,3.4152596,Bajo
2.573,99.0,0.0,4.1046314,Bajo
4.073,95.0,0.0,4.3349743,Bajo
7.6730003,84.0,0.0,8.759178,Bajo
10.723,71.0,0.0,14.081478,Moderado
12.573,62.0,0.0,17.873556,Moderado
13.672999,54.0,0.0,19.770523,Moderado
14.172999,50.0,0.0,21.479666,Alto
14.223,48.0,0.0,20.870687,Alto
13.773,49.0,0.0,20.345573,Alto
13.172999,52.0,0.0,19.13426,Moderado
12.323,55.0,0.0,16.808569,Moderado
11.123,60.0,0.0,12.287555,Moderado
9.123,70.0,0.0,7.5942073,Bajo
7.823,77.0,0.0,7.5942073,Bajo
6.7229996,84.0,0.0,6.0347,Bajo
5.9230003,88.0,0.0,4.3498964,Bajo
5.4729996,89.0,0.0,2.9024127,Bajo
5.4230003,88.0,0.0,1.2979984,Bajo
5.273,88.0,0.0,1.609969,Bajo
4.623,95.0,0.0,4.5820518,Bajo
5.323,92.0,0.1,5.8603754,Bajo
5.773,93.0,0.8,6.489992,Bajo
6.373,91.0,0.9,8.699793,Bajo
6.573,93.0,1.2,11.298495,Bajo
6.7229996,95.0,0.8,14.372974,Bajo
7.323,97.0,0.8,13.708391,Bajo
8.323,97.0,1.3,15.484185,Bajo
8.873,96.0,1.1,15.124284,Bajo
9.623,95.0,0.4,9.9571085,Bajo
10.422999,94.0,0.2,4.6938257,Bajo
11.123,93.0,0.3,1.835647,Bajo
11.172999,92.0,0.0,0.8049845,Bajo
11.373,92.0,0.3,3.6179552,Bajo
12.672999,85.0,0.0,7.5942082,Bajo
13.172999,85.0,0.0,4.32,Bajo
12.723,89.0,0.0,2.2768397,Bajo
12.323,89.0,0.0,5.6233797,Bajo
13.273,76.0,0.0,18.39878,Moderado
12.873,77.0,0.0,20.188908,Moderado
12.773,78.0,0.0,19.966211,Moderado
12.323,80.0,0.0,18.218275,Moderado
12.273,81.0,0.0,17.873554,Moderado
11.573,85.0,0.0,13.854155,Moderado
11.422999,83.0,0.0,12.758432,Moderado
10.823,86.0,0.0,10.829959,Bajo
10.373,87.0,0.0,11.165805,Bajo
9.823,90.0,0.0,11.113451,Bajo
9.473,90.0,0.0,11.91812,Bajo
9.273,91.0,0.0,11.923557,Bajo
10.023,89.0,0.0,11.91812,Bajo
11.373,84.0,0.0,14.934577,Moderado
12.623,69.0,0.0,19.134262,Moderado
13.172999,60.0,0.0,22.19773,Alto
13.373,58.0,0.0,23.469128,Alto
12.172999,63.0,0.0,20.418695,Moderado
13.573,56.0,0.0,22.884789,Alto
13.422999,57.0,0.0,24.975283,Alto
12.172999,66.0,0.3,23.023119,Moderado
10.473,72.0,0.9,19.70815,Moderado
9.672999,70.0,0.1,19.130875,Moderado
8.873,66.0,0.0,18.671474,Moderado
8.823,69.0,0.0,23.263912,Alto
8.723,72.0,0.0,25.729298,Alto
8.523,71.0,0.0,25.277023,Alto
8.323,73.0,0.0,25.764534,Alto
8.023,74.0,0.0,26.661882,Alto
7.573,73.0,0.0,29.239891,Alto
7.373,71.0,0.0,26.795223,Alto
7.123,72.0,0.0,26.319422,Alto
6.9230003,72.0,0.0,25.562534,Alto
6.7229996,70.0,0.0,26.28986,Alto
6.273,68.0,0.0,26.400545,Alto
5.823,66.0,0.0,25.651104,Alto
6.4729996,65.0,0.0,21.485697,Moderado
7.2229996,65.0,0.0,22.461807,Moderado
8.323,58.0,0.0,22.366402,Alto
9.073,53.0,0.0,22.68,Alto
9.623,48.0,0.0,22.319998,Alto
10.023,49.0,0.0,21.626984,Alto
10.323,48.0,0.0,21.542923,Alto
9.723,55.0,0.0,19.255793,Moderado
9.123,60.0,0.1,18.86139,Moderado
8.823,61.0,0.0,14.007655,Moderado
7.7229996,75.0,1.1,12.475961,Bajo
7.2229996,82.0,1.9,7.9036193,Bajo
6.773,90.0,1.2,4.1046314,Bajo
6.523,91.0,0.6,7.9526596,Bajo
6.523,94.0,0.3,6.849467,Bajo
6.773,94.0,0.1,3.0758414,Bajo
6.773,94.0,0.0,3.96,Bajo
6.9230003,94.0,0.0,2.1897945,Bajo
6.573,95.0,0.0,3.6,Bajo
7.023,94.0,0.0,2.5455842,Bajo
7.9729996,92.0,0.3,2.8116899,Bajo
8.823,90.0,0.4,5.7599998,Bajo
9.973,86.0,0.3,9.605998,Bajo
10.273,84.0,0.4,12.015589,Bajo
10.873,81.0,0.3,8.905908,Bajo
11.323,80.0,0.3,12.599999,Bajo
12.023,75.0,0.2,21.129885,Moderado
12.573,69.0,0.2,32.409996,Alto
11.473,62.0,0.0,36.233242,Muy alto
11.473,60.0,0.0,34.177254,Muy alto
11.373,53.0,0.0,37.63679,Muy alto
10.922999,50.0,0.0,41.556225,Muy alto
9.773,51.0,0.0,43.619465,Muy alto
8.473,54.0,0.0,44.36187,Muy alto
7.323,59.0,0.0,45.34571,Muy alto
6.4729996,62.0,0.0,43.274933,Muy alto
6.2229996,68.0,0.0,50.045174,Muy alto
5.873,70.0,0.0,47.966537,Muy alto
5.7229996,72.0,0.0,47.33007,Muy alto
5.4729996,73.0,0.0,46.97827,Muy alto
5.273,73.0,0.0,44.274147,Muy alto
5.023,73.0,0.0,43.50194,Muy alto
4.9729996,73.0,0.0,34.03476,Alto
4.6730003,75.0,0.0,31.722921,Alto
4.4230003,74.0,0.0,28.981676,Alto
4.123,74.0,0.0,26.727423,Alto
3.773,75.0,0.0,26.168804,Alto
3.573,76.0,0.0,25.984917,Alto
4.373,77.0,0.0,29.951483,Alto
5.323,73.0,0.0,32.736256,Alto
6.4230003,67.0,0.0,32.04202,Alto
7.073,64.0,0.0,30.903435,Alto
7.523,57.0,0.0,31.910301,Alto
7.4729996,51.0,0.0,34.50746,Muy alto
6.773,50.0,0.0,37.346416,Muy alto
6.273,47.0,0.0,37.10795,Muy alto
5.6730003,48.0,0.0,35.64182,Muy alto
4.773,49.0,0.0,33.497414,Muy alto
3.623,53.0,0.0,30.216421,Alto
2.673,61.0,0.0,25.721743,Alto
1.773,72.0,0.0,22.366402,Moderado
1.123,80.0,0.0,20.364674,Moderado
0.823,82.0,0.0,20.674158,Moderado
0.773,80.0,0.0,20.188908,Moderado
0.623,80.0,0.0,19.083395,Moderado
0.423,81.0,0.0,18.014393,Moderado
0.373,84.0,0.0,18.888851,Moderado
0.573,84.0,0.0,18.228943,Moderado
0.823,84.0,0.0,18.448023,Moderado
1.023,86.0,0.0,18.775301,Moderado
0.823,89.0,0.0,18.089775,Moderado
0.623,92.0,0.0,17.414476,Moderado
1.123,92.0,0.0,13.708391,Bajo
3.623,80.0,0.0,17.518356,Moderado
6.023,65.0,0.0,23.675303,Alto
7.123,54.0,0.0,26.980793,Alto
7.6730003,51.0,0.0,28.006058,Alto
7.823,50.0,0.0,28.930204,Alto
7.373,48.0,0.0,27.792374,Alto
7.2229996,48.0,0.0,28.58545,Alto
6.9230003,50.0,0.0,28.58545,Alto
6.323,54.0,0.0,27.887802,Alto
5.1730003,61.0,0.0,26.319422,Alto
4.373,62.0,0.0,22.33161,Alto
3.873,79.0,0.0,19.9954,Moderado
4.373,81.0,0.0,22.963936,Moderado
4.9230003,82.0,0.0,25.772078,Moderado
5.1730003,82.0,0.0,27.684914,Alto
5.4230003,82.0,0.0,29.301876,Alto
5.523,80.0,0.0,30.312773,Alto
5.6730003,79.0,0.0,27.766712,Alto
5.9230003,77.0,0.0,30.302078,Alto
5.873,79.0,0.0,31.1374,Alto
5.623,80.0,0.0,31.559088,Alto
5.523,83.0,0.1,29.68636,Alto
5.873,83.0,0.2,28.73242,Moderado
6.323,77.0,0.1,30.009838,Alto
6.573,75.0,0.1,31.452133,Alto
6.4230003,67.0,0.0,36.376038,Muy alto
6.4729996,62.0,0.0,36.50052,Muy alto
6.873,48.0,0.0,37.247387,Muy alto
7.323,44.0,0.0,37.63679,Muy alto
7.6730003,46.0,0.0,36.792282,Muy alto
7.573,47.0,0.0,32.688713,Muy alto
7.373,48.0,0.0,30.035742,Alto
6.7229996,52.0,0.0,26.079508,Alto
5.623,57.0,0.0,21.96,Alto
4.4729996,63.0,0.0,17.651016,Moderado
3.773,67.0,0.0,18.0,Moderado
2.923,72.0,0.0,15.978484,Moderado
2.323,76.0,0.0,14.386494,Moderado
2.823,74.0,0.0,13.979872,Moderado
3.223,73.0,0.0,12.181624,Moderado
3.423,75.0,0.0,7.5942082,Bajo
1.923,84.0,0.0,3.7064266,Bajo
2.1230001,86.0,0.1,2.968636,Bajo
2.473,91.0,0.0,4.6800003,Bajo
3.523,94.0,0.0,7.8954163,Bajo
4.4729996,91.0,0.0,11.753876,Bajo
4.6730003,89.0,0.0,12.984975,Bajo
4.9729996,87.0,0.0,13.004922,Moderado
6.123,82.0,0.0,15.30741,Moderado
7.9729996,73.0,0.0,21.142147,Moderado
9.123,67.0,0.0,26.785547,Alto
9.873,63.0,0.0,28.227304,Alto
9.573,64.0,0.0,30.007679,Alto
10.573,60.0,0.0,30.45566,Alto
10.573,58.0,0.0,32.86861,Alto
10.422999,61.0,0.0,28.856194,Alto
9.623,63.0,0.0,27.459293,Alto
9.073,67.0,0.0,22.180206,Moderado
8.223,65.0,0.0,21.599998,Moderado
7.373,71.0,0.0,17.31746,Moderado
7.073,80.0,0.3,14.386494,Bajo
7.023,82.0,0.2,13.32,Bajo
7.373,77.0,0.0,14.118243,Moderado
7.623,76.0,0.0,14.973577,Moderado
8.023,75.0,0.2,13.896187,Bajo
8.922999,66.0,0.1,20.969807,Moderado
8.623,71.0,0.1,23.166216,Moderado
7.9729996,78.0,0.2,21.94524,Moderado
7.523,80.0,0.0,22.322903,Moderado
6.9230003,80.0,0.0,23.090569,Moderado
6.523,81.0,0.0,23.110205,Moderado
6.773,81.0,0.0,19.829433,Moderado
6.4729996,74.0,0.0,22.3229,Moderado
6.873,67.0,0.0,21.791153,Moderado
7.373,57.0,0.0,21.659918,Alto
8.173,52.0,0.0,21.398056,Alto
8.573,49.0,0.0,20.696085,Alto
8.173,48.0,0.0,21.485697,Alto
8.023,46.0,0.0,19.917469,Alto
7.573,47.0,0.0,19.164719,Moderado
6.6730003,50.0,0.0,18.888851,Moderado
5.523,56.0,0.0,16.039202,Moderado
4.4729996,62.0,0.0,11.901798,Moderado
3.423,70.0,0.0,10.464798,Moderado
2.373,76.0,0.0,9.605998,Bajo
1.523,80.0,0.0,10.137692,Bajo
1.073,82.0,0.0,10.931203,Bajo
0.573,87.0,0.0,11.620809,Bajo
0.473,89.0,0.0,12.661564,Bajo
0.122999996,91.0,0.0,13.202726,Bajo
0.122999996,92.0,0.0,14.205182,Moderado
0.073,91.0,0.0,14.618837,Moderado
-0.02700001,90.0,0.0,15.03835,Moderado
0.023000002,90.0,0.0,14.759999,Moderado
-0.17699999,90.0,0.0,13.5515,Bajo
0.073,90.0,0.0,12.181625,Bajo
2.023,80.0,0.0,14.118243,Moderado
3.923,67.0,0.0,19.652176,Moderado
5.4230003,55.0,0.0,18.692286,Moderado
6.2229996,53.0,0.0,17.238699,Moderado
6.523,52.0,0.0,19.406637,Moderado
6.373,55.0,0.0,19.346441,Moderado
6.773,56.0,0.0,23.219301,Alto
5.873,62.0,0.1,21.479666,Moderado
5.6730003,61.0,0.1,19.839235,Moderado
4.773,71.0,1.0,20.240198,Moderado
3.573,84.0,1.0,12.313894,Bajo
3.523,77.0,0.0,21.746504,Moderado
2.723,76.0,0.0,23.110207,Moderado
2.023,72.0,0.0,22.751316,Moderado
1.323,75.0,0.0,21.38897,Moderado
0.973,79.0,0.0,20.12461,Moderado
0.773,81.0,0.0,17.298738,Moderado
-0.227,88.0,0.0,13.708391,Moderado
-0.427,90.0,0.0,10.594036,Bajo
-0.427,93.0,0.0,9.726665,Bajo
-0.277,94.0,0.0,9.531505,Bajo
-0.17699999,94.0,0.0,10.239453,Bajo
-0.227,94.0,0.0,9.779817,Bajo
0.623,86.0,0.0,16.563911,Moderado
2.873,76.0,0.0,18.72,Moderado
5.4230003,67.0,0.0,24.216522,Alto
7.373,61.0,0.0,31.433586,Alto
8.422999,54.0,0.0,33.497414,Muy alto
8.123,50.0,0.0,33.927967,Muy alto
8.023,47.0,0.0,32.23357,Muy alto
7.773,49.0,0.0,26.999998,Alto
7.6730003,51.0,0.0,24.569832,Alto
6.7229996,61.0,0.0,24.162945,Alto
5.773,70.0,0.0,14.84318,Moderado
5.123,75.0,0.0,12.783802,Moderado
5.073,78.0,0.2,13.830749,Bajo
4.9729996,84.0,0.1,11.183201,Bajo
5.1730003,83.0,0.0,14.57889,Moderado
5.823,86.0,0.1,18.391737,Moderado
6.4230003,86.0,0.2,22.065973,Moderado
6.823,86.0,0.2,22.97522,Moderado
6.623,83.0,0.2,26.14403,Moderado
6.773,84.0,0.2,24.985659,Moderado
6.7229996,84.0,0.1,23.47741,Moderado
6.623,86.0,0.2,21.889065,Moderado
6.623,87.0,0.1,20.696087,Moderado
6.823,85.0,0.1,20.111729,Moderado
6.9230003,78.0,0.1,17.10284,Moderado
7.873,74.0,0.0,19.862083,Moderado
9.073,69.0,0.0,20.633371,Moderado
10.223,65.0,0.0,24.967497,Alto
11.672999,63.0,0.0,30.676142,Alto
11.323,68.0,0.2,31.178993,Alto
10.422999,72.0,0.2,30.05515,Moderado
10.172999,78.0,1.1,29.598919,Moderado
10.073,77.0,1.5,30.652895,Moderado
10.373,74.0,0.7,31.178993,Moderado
10.422999,75.0,0.4,32.25166,Alto
10.172999,76.0,0.3,29.574827,Moderado
10.373,78.0,0.3,28.373846,Moderado
10.373,80.0,0.4,28.876396,Moderado
10.323,79.0,0.3,28.165257,Moderado
10.273,80.0,0.1,27.36947,Alto
10.323,77.0,0.1,26.785547,Alto
10.073,80.0,0.1,22.90743,Moderado
9.373,85.0,0.6,16.946787,Bajo
8.773,83.0,0.1,15.893093,Moderado
8.223,83.0,0.1,15.328561,Moderado
7.4729996,76.0,0.1,17.731598,Moderado
6.573,75.0,0.0,11.27553,Moderado
5.523,85.0,0.0,8.311245,Bajo
5.273,90.0,0.6,13.627795,Bajo
5.9729996,83.0,0.1,16.09969,Moderado
6.623,71.0,0.1,21.9718,Moderado
6.9230003,65.0,0.1,24.798225,Alto
7.323,62.0,0.0,25.223133,Alto
7.823,57.0,0.0,27.397867,Alto
7.273,52.0,0.0,33.11413,Muy alto
6.573,48.0,0.0,30.574575,Alto
5.773,50.0,0.0,28.387545,Alto
4.773,55.0,0.0,25.153671,Alto
3.673,61.0,0.0,23.14103,Alto
2.823,67.0,0.0,20.880001,Moderado
2.1729999,71.0,0.0,21.26744,Moderado
1.723,74.0,0.0,18.94024,Moderado
1.373,75.0,0.0,15.827721,Moderado
0.923,78.0,0.0,11.923557,Moderado
0.673,80.0,0.0,10.514218,Bajo
0.823,80.0,0.0,9.673221,Bajo
0.923,84.0,0.0,8.654986,Bajo
1.223,87.0,0.0,12.904882,Bajo
2.223,83.0,0.0,16.575644,Moderado
2.573,78.0,0.0,17.974781,Moderado
3.223,75.0,0.0,20.316889,Moderado
3.673,71.0,0.0,24.20314,Alto
3.873,64.0,0.0,26.121714,Alto
4.823,59.0,0.0,28.185955,Alto
6.023,53.0,0.0,30.007679,Alto
6.6730003,53.0,0.1,31.255795,Alto
6.623,57.0,0.2,29.88217,Alto
6.2229996,65.0,0.6,33.61714,Alto
7.4230003,58.0,0.3,28.58545,Moderado
6.823,72.0,0.3,24.962307,Moderado
5.373,77.0,1.1,22.505037,Moderado
4.823,64.0,0.0,14.205182,Moderado
4.073,69.0,0.0,14.05845,Moderado
3.023,77.0,0.0,10.630672,Bajo
2.673,82.0,0.0,8.427383,Bajo
2.023,87.0,0.0,10.137692,Bajo
1.473,92.0,0.2,10.931203,Bajo
1.273,92.0,0.2,15.315873,Bajo
1.523,86.0,0.0,20.774214,Moderado
1.323,80.0,0.0,22.366402,Moderado
0.773,81.0,0.0,24.881702,Moderado
0.623,80.0,0.0,23.0653,Moderado
0.323,81.0,0.0,20.633371,Moderado
0.073,82.0,0.0,18.175545,Moderado
-0.17699999,83.0,0.0,16.039202,Moderado
-0.477,85.0,0.0,14.759999,Moderado
-0.37699997,88.0,0.0,14.154915,Moderado
0.673,85.0,0.0,13.32,Moderado
2.523,75.0,0.0,14.759999,Moderado
4.323,61.0,0.0,16.676977,Moderado
4.9230003,57.0,0.2,17.414474,Moderado
5.6730003,50.0,0.1,19.966211,Alto
5.9729996,45.0,0.0,24.269983,Alto
5.6730003,44.0,0.0,25.516865,Alto
4.9230003,48.0,0.0,24.884306,Alto
4.073,53.0,0.0,21.746504,Alto
2.873,62.0,0.0,19.09358,Moderado
2.223,67.0,0.0,16.418526,Moderado
1.323,75.0,0.0,19.592731,Moderado
1.173,81.0,0.0,19.191748,Moderado
1.373,82.0,0.0,18.455048,Moderado
1.473,82.0,0.0,15.509274,Moderado
1.573,85.0,0.0,12.72283,Moderado
1.873,89.0,0.0,11.592895,Bajo
2.423,86.0,0.0,13.854155,Moderado
2.573,88.0,0.0,17.811815,Moderado
2.673,89.0,0.0,17.015474,Moderado
2.373,91.0,0.0,15.137133,Moderado
2.223,92.0,0.0,14.77755,Moderado
2.423,90.0,0.0,14.830076,Moderado
2.873,87.0,0.0,14.512064,Moderado
4.4230003,77.0,0.0,15.328561,Moderado
6.523,63.0,0.0,18.057508,Moderado
7.7229996,58.0,0.0,15.778516,Moderado
8.173,53.0,0.0,15.141414,Moderado
8.023,48.0,0.0,16.055355,Moderado
8.422999,45.0,0.0,17.786331,Moderado
8.173,46.0,0.0,18.043148,Moderado
7.523,46.0,0.0,19.011953,Moderado
6.4729996,54.0,0.0,18.25026,Moderado
5.073,59.0,0.0,16.039202,Moderado
3.823,68.0,0.0,13.849476,Moderado
3.073,71.0,0.0,13.684735,Moderado
2.323,76.0,0.0,12.979984,Moderado
2.1230001,79.0,0.0,12.599999,Moderado
2.023,80.0,0.0,13.339445,Moderado
2.473,79.0,0.0,15.496736,Moderado
2.873,75.0,0.0,15.856356,Moderado
2.773,80.0,0.0,15.683776,Moderado
3.123,80.0,0.0,15.281989,Moderado
3.373,80.0,0.0,15.596767,Moderado
3.523,83.0,0.0,15.141414,Moderado
3.823,84.0,0.0,14.587776,Moderado
4.1730003,86.0,0.0,13.910169,Moderado
4.073,85.0,0.0,11.525623,Bajo
5.6730003,77.0,0.0,12.783802,Moderado
7.373,69.0,0.0,15.546833,Moderado
8.823,65.0,0.0,20.188908,Moderado
9.623,62.0,0.0,23.863409,Alto
9.873,60.0,0.0,25.045238,Alto
10.623,58.0,0.0,23.933908,Alto
10.273,61.0,0.0,23.157824,Alto
9.823,65.0,0.0,23.319553,Alto
8.873,70.0,0.0,22.461807,Moderado
7.9729996,75.0,0.0,23.110207,Moderado
7.373,77.0,0.0,22.725668,Moderado
6.4729996,75.0,0.0,22.319998,Moderado
6.323,78.0,0.0,20.957443,Moderado
6.073,79.0,0.0,18.089775,Moderado
5.6730003,81.0,0.0,15.986595,Moderado
5.373,84.0,0.0,14.759999,Moderado
5.273,86.0,0.0,14.494192,Moderado
4.873,85.0,0.0,14.934577,Moderado
5.2229996,84.0,0.0,15.281989,Moderado
5.4230003,82.0,0.0,15.725037,Moderado
5.523,83.0,0.0,16.862455,Moderado
5.6730003,83.0,0.0,17.902534,Moderado
5.6730003,84.0,0.0,17.654686,Moderado
4.773,85.0,0.0,18.25026,Moderado
6.2229996,80.0,0.0,20.696085,Moderado
8.073,69.0,0.0,25.241108,Alto
8.973,62.0,0.0,30.018473,Alto
9.023,59.0,0.0,32.24161,Alto
9.123,57.0,0.0,33.04361,Alto
9.723,53.0,0.0,36.102455,Muy alto
9.473,58.0,0.0,34.471764,Muy alto
8.323,59.0,0.0,35.80688,Muy alto
7.573,58.0,0.0,31.421213,Alto
7.1730003,64.0,0.0,29.88,Alto
6.523,68.0,0.0,27.059933,Alto
6.373,71.0,0.0,25.812277,Alto
6.4230003,75.0,0.0,24.442911,Moderado
6.4230003,79.0,0.0,24.014996,Moderado
6.9230003,82.0,0.0,24.503809,Moderado
7.073,83.0,0.0,23.266697,Moderado
6.9230003,85.0,0.0,22.668568,Moderado
6.773,85.0,0.0,22.101183,Moderado
6.823,87.0,0.0,19.9954,Moderado
6.773,88.0,0.0,19.201874,Moderado
6.573,90.0,0.0,17.057314,Moderado
6.4230003,91.0,0.0,15.905319,Moderado
6.273,91.0,0.0,15.629972,Moderado
6.4230003,87.0,0.0,16.454008,Moderado
7.773,78.0,0.0,16.700275,Moderado
9.523,63.0,0.0,19.917469,Moderado
10.623,53.0,0.0,22.077717,Alto
11.023,51.0,0.0,21.924562,Alto
11.373,50.0,0.0,20.00512,Alto
11.773,50.0,0.0,21.868332,Alto
11.672999,52.0,0.0,20.393293,Alto
11.223,56.0,0.0,19.011953,Moderado
10.273,61.0,0.0,16.418526,Moderado
8.573,72.0,0.0,11.901798,Moderado
7.2229996,82.0,0.0,9.6932955,Bajo
6.2229996,87.0,0.0,11.165805,Bajo
5.873,89.0,0.0,12.43434,Bajo
5.773,90.0,0.0,12.979984,Bajo
6.123,89.0,0.0,12.979984,Bajo
6.4729996,90.0,0.0,13.32,Moderado
6.7229996,90.0,0.0,13.779114,Moderado
5.623,93.0,0.0,10.966713,Bajo
5.6730003,94.0,0.0,10.966713,Bajo
5.9230003,94.0,0.0,11.503113,Bajo
5.9729996,94.0,0.0,10.829958,Bajo
6.023,94.0,0.0,10.787993,Bajo
6.2229996,93.0,0.0,11.298495,Bajo
5.823,93.0,0.0,10.483357,Bajo
6.873,89.0,0.0,13.32,Moderado
8.672999,81.0,0.0,15.379206,Moderado
