Temperatura_[°C],Humedad_relativa_[%],Precipitación_[mm],Velocidad_viento_[km/h],Riesgo
10.223,77.0,0.0,11.923557,Moderado
12.373,60.0,0.0,14.618837,Moderado
13.123,52.0,0.0,17.581125,Moderado
12.723,53.0,0.0,17.873556,Moderado
12.773,54.0,0.0,17.31746,Moderado
12.422999,54.0,0.0,16.595179,Moderado
11.723,59.0,0.0,17.287498,Moderado
10.873,63.0,0.0,15.629971,Moderado
9.873,67.0,0.0,12.074766,Moderado
8.422999,76.0,0.0,9.021574,Bajo
7.4230003,82.0,0.0,9.220499,Bajo
6.9729996,86.0,0.0,11.384198,Bajo
7.123,88.0,0.0,13.779114,Moderado
7.1730003,83.0,0.1,16.923828,Moderado
6.7229996,78.0,0.0,15.124284,Moderado
5.9230003,81.0,0.0,15.496736,Moderado
5.4230003,82.0,0.0,13.556282,Moderado
4.773,83.0,0.0,14.205182,Moderado
4.1730003,84.0,0.0,13.722565,Moderado
4.4729996,82.0,0.0,13.363711,Moderado
6.4230003,74.0,0.0,15.876775,Moderado
7.9230003,66.0,0.0,19.602652,Moderado
9.273,57.0,0.0,20.617662,Moderado
9.823,56.0,0.1,22.19773,Alto
9.922999,58.0,0.2,23.499481,Moderado
9.873,60.0,0.3,24.336637,Moderado
10.273,55.0,0.1,27.345785,Alto
10.273,52.0,0.1,28.820242,Alto
9.723,47.0,0.0,30.018473,Alto
8.823,46.0,0.0,30.121912,Alto
7.623,48.0,0.0,28.337282,Alto
6.2229996,51.0,0.0,26.903828,Alto
4.823,57.0,0.0,22.79684,Alto
4.123,61.0,0.0,21.67487,Moderado
3.773,65.0,0.0,21.542923,Moderado
3.473,67.0,0.0,20.929596,Moderado
3.223,71.0,0.0,20.172853,Moderado
2.973,77.0,0.0,20.211363,Moderado
3.023,80.0,0.0,19.110542,Moderado
3.523,78.0,0.0,19.803272,Moderado
3.823,77.0,0.0,18.844202,Moderado
4.123,76.0,0.0,18.947083,Moderado
4.273,74.0,0.0,18.556595,Moderado
5.273,68.0,0.0,19.809813,Moderado
7.1730003,61.0,0.0,25.671307,Alto
8.323,55.0,0.0,27.666182,Alto
9.273,51.0,0.0,27.07669,Alto
10.223,48.0,0.0,26.260265,Alto
10.773,47.0,0.0,26.405453,Alto
10.973,48.0,0.0,27.055143,Alto
11.172999,46.0,0.0,27.047956,Alto
11.172999,45.0,0.0,27.381308,Alto
10.723,45.0,0.0,28.01531,Alto
10.073,45.0,0.0,26.886963,Alto
9.073,53.0,0.0,24.066206,Alto
8.023,59.0,0.0,21.862406,Alto
7.273,55.0,0.0,19.386591,Moderado
6.7229996,59.0,0.0,15.629972,Moderado
6.373,63.0,0.0,12.964998,Moderado
5.773,69.0,0.0,11.183201,Moderado
5.573,73.0,0.0,10.823973,Moderado
5.573,73.0,0.0,10.805999,Moderado
5.773,74.0,0.0,10.308831,Bajo
5.773,81.0,0.1,9.531505,Bajo
5.9230003,85.0,0.1,8.905908,Bajo
6.1730003,85.0,0.0,9.6932955,Bajo
6.373,84.0,0.0,9.605998,Bajo
7.323,82.0,0.0,10.390226,Bajo
8.773,76.0,0.0,12.413476,Moderado
9.922999,74.0,0.0,15.281989,Moderado
11.373,70.0,0.0,18.0036,Moderado
12.573,67.0,0.0,19.770523,Moderado
13.123,66.0,0.0,20.12461,Moderado
14.023,65.0,0.0,20.833395,Moderado
15.223,59.0,0.0,22.065973,Alto
14.873,62.0,0.0,21.96295,Alto
15.023,62.0,0.0,21.986542,Alto
14.773,64.0,0.0,21.602999,Moderado
14.323,66.0,0.0,19.8,Moderado
13.573,70.0,0.0,16.215992,Moderado
12.473,75.0,0.0,12.7279215,Moderado
11.223,82.0,0.0,11.090103,Bajo
10.573,85.0,0.0,11.177405,Bajo
10.473,84.0,0.0,12.0694,Moderado
10.473,84.0,0.0,12.864649,Moderado
10.373,85.0,0.0,13.32,Moderado
9.973,88.0,0.0,13.779114,Moderado
9.672999,90.0,0.0,13.779114,Moderado
9.672999,89.0,0.0,13.661038,Moderado
9.973,87.0,0.0,14.707222,Moderado
10.523,84.0,0.0,16.179985,Moderado
11.172999,81.0,0.0,16.645864,Moderado
11.922999,78.0,0.0,19.353138,Moderado
13.073,74.0,0.0,20.345573,Moderado
14.422999,69.0,0.0,22.380884,Moderado
15.373,65.0,0.0,23.444265,Alto
15.422999,65.0,0.0,22.346113,Alto
15.873,64.0,0.0,22.148045,Alto
17.173,59.0,0.0,23.664352,Alto
17.173,60.0,0.0,23.510508,Alto
17.123001,60.0,0.0,22.380884,Alto
15.973,64.0,0.0,20.265795,Moderado
15.223,67.0,0.0,18.161278,Moderado
14.422999,71.0,0.0,15.328561,Moderado
13.473,79.0,0.0,11.542478,Moderado
12.973,81.0,0.0,10.446206,Bajo
12.273,86.0,0.2,8.669949,Bajo
11.922999,89.0,0.3,7.2,Bajo
11.672999,89.0,0.0,6.519877,Bajo
11.573,90.0,0.1,7.5599995,Bajo
11.123,92.0,0.0,4.3498964,Bajo
11.023,92.0,0.0,2.5959969,Bajo
10.823,93.0,0.0,0.71999997,Bajo
10.573,94.0,0.0,0.35999998,Bajo
10.323,96.0,0.0,1.2979984,Bajo
10.422999,96.0,0.0,1.484318,Bajo
11.323,92.0,0.0,3.0758414,Bajo
12.422999,86.0,0.0,3.319036,Bajo
13.573,79.0,0.0,3.319036,Bajo
14.773,73.0,0.0,3.2599385,Bajo
15.023,73.0,0.0,5.95906,Bajo
15.973,69.0,0.0,6.6185193,Bajo
16.473001,65.0,0.0,5.1165614,Bajo
16.223,67.0,0.0,6.489992,Bajo
16.573,67.0,0.0,6.792466,Bajo
16.873001,66.0,0.0,7.628263,Bajo
16.523,67.0,0.0,10.636766,Moderado
15.023,74.0,0.0,14.021525,Moderado
13.573,81.0,0.0,13.891522,Moderado
11.973,87.0,0.0,10.703569,Bajo
10.523,95.0,0.0,10.08,Bajo
9.773,97.0,0.0,10.538843,Bajo
9.523,98.0,0.0,12.287555,Bajo
9.422999,99.0,0.0,11.609651,Bajo
9.172999,100.0,0.0,12.245294,Bajo
9.223,100.0,0.0,12.599999,Bajo
9.323,99.0,0.1,13.32,Bajo
9.473,98.0,0.0,13.324863,Bajo
9.723,95.0,0.0,13.397612,Bajo
9.823,95.0,0.0,14.973576,Moderado
10.023,96.0,0.0,15.893093,Moderado
9.773,97.0,0.0,17.309973,Moderado
10.023,97.0,0.0,17.418196,Moderado
11.223,89.0,0.0,14.372974,Moderado
12.123,84.0,0.1,18.681883,Moderado
11.672999,88.0,0.9,16.641972,Bajo
11.723,91.0,0.7,14.565548,Bajo
12.723,89.0,0.5,10.514218,Bajo
13.723,86.0,0.6,12.55879,Bajo
13.723,89.0,0.9,7.172949,Bajo
14.273,87.0,0.0,5.8603754,Bajo
13.973,88.0,0.3,4.379589,Bajo
13.473,90.0,1.1,5.991594,Bajo
12.922999,91.0,0.1,11.119281,Bajo
12.023,91.0,0.0,13.009903,Moderado
10.723,92.0,0.0,11.966954,Bajo
9.873,92.0,0.0,11.966954,Bajo
9.223,90.0,0.0,12.758432,Bajo
8.672999,91.0,0.0,10.931203,Bajo
8.273,92.0,0.0,11.620809,Bajo
8.173,94.0,0.0,10.390226,Bajo
8.123,95.0,0.0,11.440978,Bajo
8.273,94.0,0.0,14.332341,Moderado
9.172999,89.0,0.0,18.175545,Moderado
10.723,69.0,0.0,27.021591,Alto
11.073,63.0,0.0,28.30983,Alto
11.723,54.0,0.0,29.175552,Alto
11.922999,53.0,0.0,31.006012,Alto
11.922999,56.0,0.0,28.551426,Alto
12.273,55.0,0.0,26.987997,Alto
12.672999,52.0,0.0,26.124195,Alto
12.973,54.0,0.0,24.442911,Alto
13.373,55.0,0.0,23.97989,Alto
12.973,59.0,0.0,25.212852,Alto
12.723,61.0,0.0,21.9718,Alto
12.373,64.0,0.0,20.188908,Moderado
11.373,71.0,0.0,15.463244,Moderado
10.823,76.0,0.0,15.042659,Moderado
10.473,79.0,0.0,13.905509,Moderado
9.773,81.0,0.0,12.904882,Moderado
9.223,84.0,0.0,12.074766,Moderado
8.873,87.0,0.0,12.904882,Moderado
8.473,90.0,0.0,13.53236,Moderado
8.523,90.0,0.0,12.24,Bajo
8.773,90.0,0.0,10.464797,Bajo
9.023,88.0,0.0,9.085988,Bajo
9.023,89.0,0.0,10.233123,Bajo
10.023,86.0,0.0,12.904882,Moderado
11.273,80.0,0.1,13.237039,Moderado
11.823,81.0,0.2,16.42247,Bajo
12.422999,81.0,0.3,16.595179,Bajo
14.023,73.0,0.1,19.164717,Moderado
15.073,65.0,0.0,22.73707,Alto
15.422999,61.0,0.0,23.933907,Alto
15.623,56.0,0.0,25.842384,Alto
15.922999,57.0,0.0,24.884306,Alto
15.473,58.0,0.0,22.89611,Alto
14.573,67.0,0.1,18.388212,Moderado
13.973,70.0,0.1,17.10284,Moderado
12.723,77.0,0.2,17.906157,Bajo
12.073,79.0,0.2,15.9134655,Bajo
11.473,81.0,0.1,14.84318,Moderado
11.223,81.0,0.0,13.18308,Moderado
10.973,82.0,0.1,13.237038,Moderado
10.823,84.0,0.2,12.313894,Bajo
10.623,86.0,0.2,10.703569,Bajo
9.922999,88.0,0.1,9.220499,Bajo
9.672999,88.0,0.0,7.2,Bajo
9.523,88.0,0.1,5.6233797,Bajo
8.823,89.0,0.0,4.8433046,Bajo
8.523,89.0,0.0,4.0249224,Bajo
8.973,87.0,0.7,2.0991426,Bajo
10.223,86.0,0.0,3.8268526,Bajo
11.422999,81.0,0.2,5.00128,Bajo
12.523,77.0,0.0,6.924738,Bajo
13.573,70.0,0.2,12.181625,Bajo
13.323,72.0,0.4,16.489416,Bajo
13.873,68.0,0.2,19.107151,Moderado
13.373,67.0,0.3,18.864824,Moderado
12.973,68.0,0.4,15.273505,Bajo
12.773,69.0,0.1,18.391737,Moderado
12.323,69.0,0.2,14.799459,Bajo
12.073,67.0,0.0,15.496736,Moderado
11.073,65.0,0.0,16.73516,Moderado
10.323,72.0,0.0,14.33234,Moderado
9.573,79.0,0.0,15.629971,Moderado
8.922999,75.0,0.0,17.015474,Moderado
8.023,77.0,0.0,18.486622,Moderado
7.1730003,79.0,0.0,18.584509,Moderado
6.373,82.0,0.0,19.652176,Moderado
5.4729996,87.0,0.0,15.941944,Moderado
5.023,88.0,0.0,15.03835,Moderado
4.573,88.0,0.0,13.708391,Moderado
4.323,88.0,0.0,13.358861,Moderado
4.4230003,87.0,0.0,14.145756,Moderado
4.823,83.0,0.0,14.408997,Moderado
5.823,78.0,0.0,16.595179,Moderado
7.2229996,66.0,0.0,22.065973,Moderado
8.523,60.0,0.0,23.675303,Alto
9.672999,55.0,0.0,26.052162,Alto
10.073,53.0,0.0,27.438046,Alto
10.172999,58.0,0.2,26.882141,Moderado
10.473,59.0,0.4,31.154043,Alto
10.073,60.0,0.0,31.76375,Alto
9.473,59.0,0.0,32.79361,Alto
8.473,60.0,0.0,31.875755,Alto
7.373,59.0,0.0,29.940662,Alto
6.273,62.0,0.0,26.64,Alto
4.9729996,64.0,0.0,24.448214,Alto
4.4729996,67.0,0.0,22.45315,Moderado
4.373,66.0,0.0,20.192118,Moderado
4.1730003,69.0,0.0,17.935081,Moderado
3.573,73.0,0.0,14.973576,Moderado
2.923,79.0,0.0,12.324414,Moderado
2.423,83.0,0.0,12.245294,Moderado
1.973,85.0,0.0,11.570515,Bajo
1.823,86.0,0.0,10.105681,Bajo
2.023,86.0,0.0,9.746631,Bajo
1.823,88.0,0.0,9.028754,Bajo
2.373,85.0,0.0,9.028754,Bajo
4.9230003,74.0,0.0,12.6462,Moderado
7.2229996,63.0,0.0,16.862455,Moderado
8.973,53.0,0.0,17.873556,Moderado
10.073,49.0,0.0,16.363178,Moderado
11.473,47.0,0.0,15.03835,Moderado
12.273,46.0,0.0,14.689588,Moderado
12.922999,45.0,0.0,13.608762,Moderado
13.023,44.0,0.0,12.819235,Moderado
12.873,46.0,0.0,12.819235,Moderado
12.422999,50.0,0.0,12.599998,Moderado
11.672999,54.0,0.0,12.287555,Moderado
10.223,61.0,0.0,10.365251,Moderado
8.273,70.0,0.0,7.69592,Bajo
6.873,78.0,0.0,6.5693827,Bajo
5.6730003,84.0,0.0,4.6938252,Bajo
4.7229996,88.0,0.0,4.0249224,Bajo
4.073,89.0,0.0,3.319036,Bajo
3.523,91.0,0.0,3.2599385,Bajo
2.323,97.0,0.0,3.6,Bajo
1.873,99.0,0.0,3.6,Bajo
1.523,99.0,0.0,2.8799999,Bajo
1.173,100.0,0.0,1.8,Bajo
1.073,100.0,0.0,1.1384199,Bajo
1.023,100.0,0.0,1.0182338,Bajo
2.1729999,99.0,0.0,2.5455842,Bajo
5.7229996,83.0,0.0,2.5455842,Bajo
9.123,70.0,0.0,2.968636,Bajo
11.523,59.0,0.0,5.00128,Bajo
13.473,55.0,0.0,5.692099,Bajo
14.823,53.0,0.0,6.193674,Moderado
16.073,48.0,0.0,6.696387,Moderado
16.723001,48.0,0.0,8.534353,Moderado
16.973001,43.0,0.0,10.787993,Moderado
16.623001,45.0,0.0,11.4862,Moderado
15.973,49.0,0.0,10.009036,Moderado
14.273,57.0,0.0,5.154415,Bajo
11.823,69.0,0.0,4.73506,Bajo
9.323,79.0,0.0,6.696387,Bajo
8.273,84.0,0.0,6.3690495,Bajo
6.823,90.0,0.0,5.4833565,Bajo
5.623,92.0,0.0,5.3999996,Bajo
4.6730003,94.0,0.0,5.5887027,Bajo
3.773,97.0,0.0,5.8048253,Bajo
3.423,97.0,0.0,6.489992,Bajo
3.873,97.0,0.0,7.10031,Bajo
5.073,97.0,0.0,8.699793,Bajo
6.323,96.0,0.0,10.137692,Bajo
7.4230003,95.0,0.0,10.739833,Bajo
9.023,93.0,0.0,9.746631,Bajo
10.373,88.0,0.0,12.864649,Moderado
12.073,78.0,0.0,17.477621,Moderado
12.973,75.0,0.0,18.39878,Moderado
13.073,75.0,0.0,20.87379,Moderado
12.773,75.0,0.0,20.421871,Moderado
13.273,71.0,0.0,21.38897,Moderado
12.523,75.0,0.0,20.466246,Moderado
12.123,78.0,0.0,18.289274,Moderado
11.823,79.0,0.0,15.683774,Moderado
11.373,82.0,0.0,13.324863,Moderado
10.973,85.0,0.0,11.457958,Bajo
10.773,85.0,0.0,10.703569,Bajo
10.422999,90.0,0.4,9.511088,Bajo
9.973,94.0,1.4,8.557102,Bajo
9.823,96.0,1.9,5.2416787,Bajo
9.623,98.0,2.1,3.7585104,Bajo
9.473,98.0,1.3,3.7064266,Bajo
9.323,99.0,1.3,2.9024127,Bajo
9.273,99.0,2.0,3.96,Bajo
9.323,98.0,1.7,5.1544156,Bajo
9.373,97.0,1.8,6.2145634,Bajo
9.373,97.0,2.7,7.2359104,Bajo
9.422999,96.0,2.5,8.049845,Bajo
9.523,96.0,3.2,9.290511,Bajo
9.672999,95.0,2.3,10.233123,Bajo
9.773,93.0,1.4,11.681987,Bajo
9.873,91.0,0.6,11.966954,Bajo
9.922999,90.0,0.6,10.390226,Bajo
9.873,89.0,0.9,10.239453,Bajo
9.873,88.0,1.0,10.799999,Bajo
10.073,86.0,0.6,7.208994,Bajo
10.123,85.0,0.2,4.452954,Bajo
9.973,84.0,0.2,3.096837,Bajo
9.773,85.0,0.2,3.5455887,Bajo
9.473,89.0,0.1,4.5536795,Bajo
9.223,91.0,0.0,3.219938,Bajo
8.823,93.0,0.0,3.671294,Bajo
8.223,93.0,0.0,4.39436,Bajo
7.1730003,94.0,0.0,3.8268526,Bajo
6.4729996,94.0,0.0,3.8268526,Bajo
6.1730003,93.0,0.0,2.9024127,Bajo
5.6730003,92.0,0.0,2.9024127,Bajo
5.7229996,92.0,0.0,3.6179552,Bajo
5.823,92.0,0.0,4.379589,Bajo
5.9230003,91.0,0.0,5.0911684,Bajo
5.823,93.0,0.0,5.8048253,Bajo
6.073,93.0,0.0,6.130579,Bajo
7.773,92.0,0.0,6.162207,Bajo
9.373,86.0,0.0,8.64,Bajo
10.922999,78.0,0.0,10.446206,Bajo
12.172999,74.0,0.0,10.105681,Moderado
13.223,71.0,0.0,9.746631,Moderado
14.023,65.0,0.0,10.182337,Moderado
14.523,60.0,0.0,9.9571085,Moderado
14.672999,60.0,0.0,8.557102,Moderado
14.823,59.0,0.0,7.4128532,Moderado
15.023,60.0,0.0,4.6102495,Bajo
14.672999,62.0,0.0,3.6179552,Bajo
13.223,72.0,0.0,4.2136917,Bajo
10.773,86.0,0.0,6.28713,Bajo
9.373,93.0,0.0,6.5693827,Bajo
8.173,93.0,0.0,6.924738,Bajo
7.2229996,92.0,0.0,7.5170207,Bajo
6.573,94.0,0.0,8.557102,Bajo
6.7229996,95.0,0.0,9.565437,Bajo
7.123,96.0,0.0,11.043261,Bajo
7.373,97.0,0.0,14.007655,Bajo
7.573,97.0,0.0,16.1198,Moderado
8.023,97.0,0.0,18.681883,Moderado
8.373,96.0,0.0,21.273533,Moderado
8.723,95.0,0.0,22.086521,Moderado
9.023,96.0,0.0,24.858253,Moderado
10.123,90.0,0.0,25.264202,Moderado
11.023,85.0,0.0,27.36947,Alto
11.473,81.0,0.0,28.623962,Alto
12.323,77.0,0.0,30.657122,Alto
11.823,82.0,0.1,30.599998,Alto
10.773,92.0,1.2,30.37683,Moderado
10.723,91.0,0.9,30.96837,Moderado
9.922999,92.0,0.5,27.729347,Moderado
9.422999,93.0,3.7,24.57511,Moderado
9.073,93.0,3.4,21.175835,Bajo
8.773,94.0,2.5,20.724247,Bajo
8.473,93.0,1.4,19.881649,Bajo
8.323,92.0,0.5,17.283749,Bajo
8.422999,91.0,0.1,14.021525,Moderado
8.422999,90.0,0.0,8.669949,Bajo
8.373,91.0,0.1,4.0249224,Bajo
8.223,92.0,0.5,2.5455842,Bajo
7.9230003,97.0,0.5,5.0528407,Bajo
8.073,96.0,0.4,7.69592,Bajo
8.173,96.0,0.7,6.6087217,Bajo
8.173,96.0,0.9,7.729527,Bajo
8.273,96.0,0.4,9.0645685,Bajo
8.573,94.0,0.2,11.159999,Bajo
9.123,92.0,0.1,11.212135,Bajo
9.873,88.0,0.1,14.512064,Moderado
10.672999,85.0,0.1,15.484185,Moderado
11.672999,80.0,0.0,23.266697,Moderado
11.973,78.0,0.0,29.627363,Alto
11.723,73.0,0.0,36.04497,Alto
11.973,71.0,0.0,36.80637,Muy alto
11.373,67.0,0.0,38.627514,Muy alto
10.672999,65.0,0.0,37.524708,Muy alto
9.773,65.0,0.0,32.2034,Alto
9.172999,67.0,0.0,24.50381,Alto
8.173,71.0,0.0,20.431387,Moderado
7.4230003,79.0,0.0,16.171976,Moderado
6.823,84.0,0.0,11.440979,Bajo
6.4230003,87.0,0.0,7.491114,Bajo
5.9729996,90.0,0.0,4.8433046,Bajo
6.2229996,94.0,0.0,7.8954163,Bajo
7.523,92.0,0.0,13.684735,Moderado
7.9230003,88.0,0.0,15.629971,Moderado
8.073,82.0,0.0,18.171976,Moderado
7.823,82.0,0.3,21.749483,Moderado
7.4230003,82.0,0.2,22.38378,Moderado
7.273,83.0,0.1,22.461807,Moderado
7.073,82.0,0.0,23.313995,Moderado
7.4230003,75.0,0.0,24.850431,Alto
7.773,71.0,0.0,27.0,Alto
8.173,66.0,0.0,29.957968,Alto
8.422999,56.0,0.0,30.855171,Alto
8.672999,56.0,0.0,30.602118,Alto
8.323,58.0,0.5,30.619051,Alto
8.723,54.0,0.7,31.68,Alto
8.323,56.0,0.1,31.68,Alto
8.123,57.0,0.0,31.682047,Alto
7.4230003,61.0,0.0,30.239998,Alto
6.7229996,63.0,0.0,29.16889,Alto
6.023,65.0,0.0,27.117346,Alto
5.6730003,70.0,0.0,27.238941,Alto
5.323,71.0,0.0,26.987997,Alto
5.073,73.0,0.0,26.987997,Alto
4.9729996,73.0,0.0,26.82906,Alto
4.873,73.0,0.0,27.684914,Alto
4.823,72.0,0.0,27.887802,Alto
4.823,74.0,0.0,28.174456,Alto
4.873,75.0,0.0,28.174456,Alto
4.873,75.0,0.0,28.001427,Alto
4.823,76.0,0.0,26.932714,Alto
4.7229996,77.0,0.0,25.212852,Alto
4.7229996,78.0,0.0,23.97989,Moderado
5.7229996,74.0,0.0,24.648829,Alto
7.023,69.0,0.0,25.651104,Alto
8.273,64.0,0.0,25.56,Alto
9.172999,58.0,0.0,25.20257,Alto
9.922999,54.0,0.0,24.881702,Alto
10.073,52.0,0.0,23.828083,Alto
10.672999,48.0,0.0,21.626984,Alto
11.172999,43.0,0.0,19.70815,Alto
10.922999,48.0,0.0,17.076298,Moderado
10.672999,53.0,0.0,12.181624,Moderado
10.273,55.0,0.0,8.891343,Moderado
9.172999,64.0,0.0,5.4477882,Bajo
8.573,68.0,0.0,6.6185193,Bajo
7.9230003,73.0,0.0,6.489992,Bajo
7.7229996,71.0,0.0,6.9153743,Bajo
7.323,75.0,0.0,8.404285,Bajo
7.273,81.0,0.2,10.383987,Bajo
7.273,90.0,0.4,10.630672,Bajo
7.4230003,90.0,0.4,8.473393,Bajo
7.073,93.0,0.2,4.896529,Bajo
6.823,94.0,0.0,2.5959969,Bajo
6.823,94.0,0.3,1.484318,Bajo
6.773,92.0,0.1,4.8433046,Bajo
6.6730003,91.0,0.0,11.770403,Bajo
7.4729996,86.0,0.0,15.893093,Moderado
8.473,79.0,0.0,21.67487,Moderado
9.672999,68.0,0.0,25.56,Alto
10.323,63.0,0.0,25.223133,Alto
11.123,57.0,0.0,25.929996,Alto
11.422999,54.0,0.0,24.119999,Alto
11.823,50.0,0.0,21.758419,Alto
11.422999,52.0,0.0,20.288164,Alto
11.422999,53.0,0.0,18.289274,Moderado
10.523,62.0,0.1,11.753877,Moderado
10.373,64.0,0.0,9.779817,Moderado
9.473,66.0,0.1,9.007196,Moderado
8.873,67.0,0.2,11.113451,Bajo
8.273,73.0,0.2,12.9249525,Bajo
7.873,80.0,0.2,10.538843,Bajo
7.123,83.0,0.0,8.350138,Bajo
6.6730003,85.0,0.0,11.043261,Bajo
7.323,77.0,0.0,14.77755,Moderado
7.373,73.0,0.0,16.595179,Moderado
7.4230003,72.0,0.0,17.935081,Moderado
7.373,73.0,0.0,19.602652,Moderado
7.2229996,77.0,0.1,21.9718,Moderado
6.823,80.0,0.0,22.415602,Moderado
6.623,76.0,0.0,19.826164,Moderado
7.323,76.0,0.0,17.429354,Moderado
8.173,70.0,0.0,22.553936,Moderado
9.073,64.0,0.0,23.210928,Alto
9.672999,62.0,0.1,23.210928,Alto
9.973,60.0,0.1,22.38378,Alto
9.723,63.0,0.3,21.749483,Moderado
10.172999,63.0,0.4,20.326454,Moderado
9.422999,67.0,0.6,20.991426,Moderado
8.623,71.0,0.4,20.523157,Moderado
7.823,76.0,0.3,18.792551,Moderado
7.323,75.0,0.3,15.827721,Bajo
6.873,74.0,0.1,11.923557,Moderado
6.323,76.0,0.0,11.435313,Moderado
5.773,77.0,0.0,12.245293,Moderado
4.9729996,79.0,0.0,13.5515,Moderado
4.4230003,81.0,0.0,15.192682,Moderado
4.273,83.0,0.0,17.163355,Moderado
4.273,80.0,0.0,19.110542,Moderado
4.223,80.0,0.0,19.134262,Moderado
3.973,76.0,0.0,19.959719,Moderado
3.573,76.0,0.0,18.35647,Moderado
3.123,79.0,0.0,14.799459,Moderado
2.923,81.0,0.0,13.202726,Moderado
3.523,80.0,0.0,14.168641,Moderado
5.273,78.0,0.0,17.114204,Moderado
6.523,71.0,0.0,21.96,Moderado
7.4230003,66.0,0.0,20.523157,Moderado
8.422999,57.0,0.0,18.204042,Moderado
8.873,54.0,0.0,17.49615,Moderado
8.223,59.0,0.2,20.421871,Moderado
4.773,85.0,1.6,17.555307,Bajo
5.7229996,75.0,0.1,17.727943,Moderado
7.2229996,69.0,0.1,11.440979,Moderado
8.422999,70.0,0.0,23.023117,Moderado
7.523,76.0,0.0,22.086521,Moderado
6.873,75.0,0.0,18.057508,Moderado
6.273,75.0,0.0,22.086521,Moderado
5.9729996,75.0,0.0,21.9718,Moderado
5.573,78.0,0.0,21.194187,Moderado
5.373,79.0,0.0,19.66536,Moderado
5.323,80.0,0.0,20.61766,Moderado
5.373,78.0,0.0,23.469128,Moderado
4.873,80.0,0.0,24.798225,Moderado
4.573,76.0,0.0,28.266306,Alto
4.023,76.0,0.0,25.683926,Alto
3.723,75.0,0.0,25.325686,Alto
3.223,70.0,0.0,24.251284,Alto
2.973,68.0,0.0,22.7057,Moderado
3.923,68.0,0.0,21.2522,Moderado
5.373,65.0,0.0,23.039999,Alto
6.9230003,55.0,0.0,24.858253,Alto
7.7229996,49.0,0.0,26.415268,Alto
7.773,49.0,0.0,26.999998,Alto
8.023,50.0,0.0,27.155552,Alto
7.9729996,47.0,0.0,28.551426,Alto
7.773,46.0,0.0,27.757376,Alto
7.2229996,47.0,0.0,26.33911,Alto
6.573,50.0,0.0,23.157824,Alto
5.623,53.0,0.0,19.70815,Moderado
4.323,62.0,0.0,15.484185,Moderado
3.223,73.0,0.0,16.167967,Moderado
2.523,78.0,0.0,15.484185,Moderado
2.073,80.0,0.0,15.379206,Moderado
1.673,82.0,0.0,13.661038,Moderado
1.223,84.0,0.0,12.641076,Moderado
1.023,85.0,0.0,12.10157,Bajo
0.623,88.0,0.0,11.770403,Bajo
0.523,90.0,0.0,10.636766,Bajo
0.523,91.0,0.0,10.787993,Bajo
0.573,91.0,0.0,11.113451,Bajo
0.473,91.0,0.0,11.440979,Bajo
0.473,90.0,0.0,11.298495,Bajo
1.873,86.0,0.0,13.363711,Moderado
3.823,74.0,0.0,20.545246,Moderado
5.323,62.0,0.0,20.265795,Moderado
6.073,65.0,0.1,20.268991,Moderado
6.4230003,69.0,0.3,17.873554,Moderado
6.1730003,72.0,0.6,17.902534,Moderado
6.6730003,65.0,0.7,19.881649,Moderado
6.6730003,65.0,0.2,19.852295,Moderado
6.7229996,62.0,0.1,21.841648,Moderado
6.123,58.0,0.0,24.448214,Alto
5.123,56.0,0.0,23.157824,Alto
3.823,62.0,0.0,19.09358,Moderado
2.573,73.0,0.0,18.64369,Moderado
1.873,79.0,0.0,19.386591,Moderado
1.623,82.0,0.0,19.914217,Moderado
1.623,81.0,0.0,20.265795,Moderado
1.623,81.0,0.0,20.345573,Moderado
1.673,82.0,0.0,20.620806,Moderado
1.723,83.0,0.0,21.479666,Moderado
2.023,82.0,0.0,23.023119,Moderado
2.1729999,82.0,0.0,24.031178,Moderado
2.273,80.0,0.0,24.387177,Moderado
2.1230001,81.0,0.0,24.387177,Moderado
2.323,80.0,0.0,24.031178,Moderado
3.223,77.0,0.0,28.880886,Alto
4.773,66.0,0.0,29.834423,Alto
5.9230003,56.0,0.0,31.435646,Alto
6.273,53.0,0.0,31.003918,Alto
6.6730003,51.0,0.0,30.911821,Alto
7.073,47.0,0.0,30.312773,Alto
6.773,45.0,0.0,34.509335,Muy alto
6.573,45.0,0.0,34.608715,Muy alto
6.1730003,48.0,0.0,34.152596,Muy alto
5.523,50.0,0.0,32.44996,Muy alto
4.7229996,53.0,0.0,30.282827,Alto
3.623,59.0,0.0,27.181787,Alto
2.873,65.0,0.0,26.368616,Alto
2.323,70.0,0.0,24.48,Alto
1.773,76.0,0.0,23.0653,Moderado
1.273,79.0,0.0,20.929596,Moderado
0.773,82.0,0.0,18.532133,Moderado
0.473,84.0,0.0,17.057314,Moderado
0.273,86.0,0.0,17.163355,Moderado
0.023000002,90.0,0.0,15.683776,Moderado
-0.277,91.0,0.0,14.264361,Moderado
-0.17699999,91.0,0.0,13.202726,Bajo
-0.227,91.0,0.0,11.440978,Bajo
-0.277,91.0,0.0,10.041354,Bajo
1.123,86.0,0.0,10.308831,Bajo
3.373,76.0,0.0,13.084402,Moderado
5.4230003,67.0,0.0,15.192682,Moderado
6.823,56.0,0.0,12.074766,Moderado
7.573,51.0,0.0,10.587917,Moderado
